id,name,description,website,established,isOrganic,images__icon,images__medium,images__large,streetAddress,locality,region,postalCode,latitude,longitude,phone,hoursOfOperation,isPrimary,inPlanning,isClosed,openToPublic,locationType,locationTypeDisplay,countryIsoCode,displayName,isoThree,yearOpened,yearClosed
nJjPsG,4 Hands Brewing Company,"4 Hands Brewing Company, located in the LaSalle Park neighborhood, will provide the craft beer enthusiast a handcrafted portfolio inspired by the American craft movement that pushes the limits of creativity. Our barrel -aging program will produce a truly unique line on beers. The use of wine and spirit barrels containing an array of fruit, herbs, and spices in conjunction with wild yeast strains will enhance the flavors to produce a one of a kind beer.",http://www.4handsbrewery.com/,2011,N,https://s3.amazonaws.com/brewerydbapi/brewery/eSpMPr/upload_kmtSJB-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/eSpMPr/upload_kmtSJB-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/eSpMPr/upload_kmtSJB-large.png,1220 S. 8th Street,Saint Louis,Missouri,63104,38.6149562,-90.197593,(314) 436-1559,Mon:  3:00pm - 10:00pm Tue:  3:00pm - 10:00pm Wed:  3:00pm - 10:00pm Thu:  3:00pm - 10:00pm Fri:  2:00pm - 12:00am Sat:  12:00pm - 12:00am  ,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2011,
CL1RZ9,4 Noses Brewing Company,"The 4 Noses Brewery is a family owned and operated craft brewery and tasting room. 4 Noses has a passion for creatively brewing our unique interpretation of classic styles. Using ingredients from around the world, 4 Noses combines traditional styles with nontraditional flavor profiles to give the beers our own distinct personality.",http://4nosesbrewing.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/Ucc6jp/upload_X4vzcg-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/Ucc6jp/upload_X4vzcg-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/Ucc6jp/upload_X4vzcg-large.png,8855 W. 116 Cir,Broomfield,Colorado,80021,39.90658,-105.09859,(720) 460-2797,Thu:  4:00pm - 10:00pm Fri:  4:00pm - 11:00pm Sat:  11:00am - 11:00pm Sun:  11:00am - 9:00pm  ,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
WZYtNu,4 Paws Brewing,"4 Paws Brewing LLC is a microbrewery established in Chicago, IL. The brewery will be located in the Uptown/Edgewater neighborhood at a site to be determined. 4 Paws is hoping to be fully operational by 2013!    We believe in our company, what we stand for, and most of all the beers we serve. We would never make anything we wouldn't drink just to turn a profit and we would never say anything or do anything to compromise our core beliefs. We hope that our supporters and friends join us in believing in 4 Paws too!    So why 4 paws you might ask? The short answer is our little dog Sadie. Sadie is a rescue dog that we adopted over Memorial Day weekend of 2010. She's a big part of who we are and what we're all about. So that's how we got our name, but what are we all about?",http://4pawsbrewing.com/,2011,N,https://s3.amazonaws.com/brewerydbapi/brewery/j4bzi7/upload_Yqp4KY-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/j4bzi7/upload_Yqp4KY-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/j4bzi7/upload_Yqp4KY-large.png,,Chicago,Illinois,,41.88415,-87.632409,,,Y,N,N,N,micro,Micro Brewery,US,United States,USA,2011,
eDYckD,4 Seasons Brewery,Coming January 2015,http://www.4seasonsbeer.com/,2014,N,https://s3.amazonaws.com/brewerydbapi/brewery/UrP3el/upload_VoViJy-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/UrP3el/upload_VoViJy-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/UrP3el/upload_VoViJy-large.png,303 W. Nepessing St.,Lapeer,Michigan,48846,43.0541726,-83.3116718,,,Y,Y,N,N,micro,Micro Brewery,US,United States,USA,,
AtnxIp,40 North Brewing,Currently in planning.  For info contact 40NorthBrewing@gmail.com,http://www.40NorthBrewing.com,2011,N,,,,675 30th St,Boulder,Colorado,80303,39.9991487,-105.2540857,,,Y,Y,N,N,nano,Nano Brewery,US,United States,USA,,
Fa7dDu,41 Oaks Brewing,,http://www.41oaks.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/cdkpyx/upload_38RVRe-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/cdkpyx/upload_38RVRe-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/cdkpyx/upload_38RVRe-large.png,Highway 41,Oakhurst,California,93644,37.429232,-119.639239,,,Y,Y,N,Y,micro,Micro Brewery,US,United States,USA,,
rtqRNL,450 North Brewing Company,"Owners David and Brenda Simmons had a plan to expand their winery business with a restaurant. Several of the wine customers are also beer drinkers. What better way to satisfy all customers than to offer fresh locally produced beer. Opening in Sept. of 2012, 450 North Brewing Company will open as a Brewpub with a full service restaurant.",http://www.450northbrewing.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/ExTe8O/upload_U8xJ7M-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/ExTe8O/upload_U8xJ7M-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/ExTe8O/upload_U8xJ7M-large.png,8111 East 450 North,Columbus,Indiana,47203,39.268289,-85.8318368,(812) 546-0091,Mon:  11:00am - 8:00pm Tue:  11:00am - 8:00pm Wed:  11:00am - 8:00pm Thu:  11:00am - 8:00pm Fri:  11:00am - 10:00pm Sat:  11:00am - 10:00pm Sun:  11:00am - 8:00pm  ,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,,
Glq8HX,49th State Brewing Company,,http://49statebrewing.com/,2011,N,https://s3.amazonaws.com/brewerydbapi/brewery/k570yD/upload_1QLmC3-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/k570yD/upload_1QLmC3-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/k570yD/upload_1QLmC3-large.png,Mile 248.5 Parks Highway,Healy,Alaska,99743,63.864154,-149.017748,907-683-2739,Mon:  4:00pm - 12:00am Tue:  4:00pm - 12:00am Wed:  4:00pm - 12:00am Thu:  4:00pm - 12:00am Fri:  4:00pm - 2:00am Sat:  4:00pm - 2:00am Sun:  9:00am - 12:00am  ,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,2011,
t5YwQy,4th Street Brewing Co,"Welcome to Gresham's favorite locally-owned brew pub and restaurant! Come check out our state of the art facility in the heart of downtown Gresham on the corner of 4th and Roberts. Whether you come for our locally brewed beer, our family-friendly restaurant, our incredible sports bar, or our unparalleled meeting space perfect for private parties, rehearsal dinners, meetings and more, 4th Street Brewing is the perfect choice for any occasion.",http://www.4thstreetbrewing.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/3Cwn6s/upload_mcwN93-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/3Cwn6s/upload_mcwN93-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/3Cwn6s/upload_mcwN93-large.png,77 NE 4th Street,Gresham,Oregon,97080,45.500503,-122.429975,503-669-0569,Mon:  4:00pm - 1:00am Tue:  4:00pm - 1:00am Wed:  4:00pm - 1:00am Thu:  4:00pm - 1:00am Fri:  4:00pm - 1:00am Sat:  12:00pm - 1:00am Sun:  12:00pm - 1:00am  ,Y,N,Y,N,brewpub,Brewpub,US,United States,USA,,2014
VPHkaP,4th Way Brewing Company,Microbrewery with a cafe to feature our wide range of beer styles matched with local organic eats.,http://www.4thwaybrewingco.com/,2010,N,https://s3.amazonaws.com/brewerydbapi/brewery/YcEXhH/upload_LiNlLA-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/YcEXhH/upload_LiNlLA-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/YcEXhH/upload_LiNlLA-large.png,,Berkeley,California,,37.869885,-122.270539,510-730-2739,,Y,Y,N,Y,micro,Micro Brewery,US,United States,USA,2010,
xgO0Do,5 Boroughs Brewery,,http://www.5boroughsbrewery.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/opTwlP/upload_84Rqgr-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/opTwlP/upload_84Rqgr-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/opTwlP/upload_84Rqgr-large.png,,New York,New York,,40.71455,-74.007124,,,Y,Y,N,Y,micro,Micro Brewery,US,United States,USA,,
16DsvO,5 Points Brewing Co,"5 Points Brewing Co. is located at the Historic Mission Brewery Plaza in San Diego. Built in 1913 as the Mission Brewing Company, the brewery operated until the eve of Prohibition in 1919. 5 Points Brewing Co. has restored the brewing tradition at this great location and is proud to serve fresh Ales and Lagers to thirsty craft beer enthusiasts. We keep 10 brewery fresh beers on tap at all times with seasonal and specialty beer available throughout the year. Our tasting area is located in the brewery so you can enjoy a real craft beer experience, right where it happens! Our team looks forward to sharing our brewery and beer with you, Cheers!",http://www.5pbc.com/,,N,,,,1795 Hancock Street,San Diego,California,92110,32.74249,-117.18439,619-550-BREW,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
7j0Yjq,5 Rabbit Cerveceria Inc,"The first Latin microbrewery in the US, 5 Rabbit is all about making the best beer. At 5 Rabbit we celebrate the centuries-old myth behind Latin drinking culture with an innovative concept that revolves that uniquely Latin attitude towards life that has so captured the imagination of the world. It additionally sets out to become an integral part of the local Hispanic community and aid in its advancement. 5 Rabbit is locally brewed in Chicago, Illinois.",http://www.5rabbitbrewery.com/,2011,N,https://s3.amazonaws.com/brewerydbapi/brewery/GDFP48/upload_uQWabz-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/GDFP48/upload_uQWabz-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/GDFP48/upload_uQWabz-large.png,3304 North Knox Avenue,Chicago,Illinois,60641,41.940959,-87.743222,312-895-9591,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2011,
dPwh4p,Prado,"5 Seasons Brewing is passionate about serving local produce, all-natural meats, and artisanal cheeses. We believe in conserving the spirit of the farm and supporting local farmers. We are also acknowledged as the center of Atlanta’s beer culture.",http://www.5seasonsbrewing.com/,2001,N,https://s3.amazonaws.com/brewerydbapi/brewery/PprWrh/upload_zp6a3V-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/PprWrh/upload_zp6a3V-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/PprWrh/upload_zp6a3V-large.png,5600 Roswell Road,Sandy Springs,Georgia,30342,33.9075567,-84.378776,404-255-5911,Mon:  11:00am - 12:00am Tue:  11:00am - 12:00am Wed:  11:00am - 12:00am Thu:  11:00am - 12:00am Fri:  11:00am - 2:00am Sat:  11:00am - 2:00am Sun:  12:00pm - 12:00am  ,N,N,N,Y,brewpub,Brewpub,US,United States,USA,2001,
UDZFWm,North,,http://www.5seasonsbrewing.com/,,,,,,3655 Old Milton Pkwy,Alpharetta,Georgia,30022,34.063801,-84.25326,(770) 521-5551,Mon:  11:00am - 12:00am Tue:  11:00am - 12:00am Wed:  11:00am - 12:00am Thu:  11:00am - 12:00am Fri:  11:00am - 12:00am Sat:  12:00pm - 12:00am Sun:  12:00pm - 12:00am  ,N,N,N,Y,brewpub,Brewpub,US,United States,USA,,
6XI3gD,Westside,,http://www.5seasonsbrewing/,,,,,,1000 Marietta St NW #204,Atlanta,Georgia,30318,33.7790059,-84.4107147,(404) 875-3232,Sun:  11:30am - 12:00am Mon:  11:30am - 12:00am Tue:  11:30am - 12:00am Wed:  11:30am - 12:00am Thu:  11:30am - 12:30am Fri:  11:30am - 1:00am Sat:  11:30am - 1:00am  ,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,,
x24PL7,5 Stones Artisan Brewery,"We are a small batch nano-brewery located ""down around"" San Antone. Our primary focus is limited releases each season brewed with the freshest local ingredients we can get our hands on.",http://5stonesbrewing.com/,2012,N,https://s3.amazonaws.com/brewerydbapi/brewery/KuH7Gy/upload_0kW6XN-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/KuH7Gy/upload_0kW6XN-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/KuH7Gy/upload_0kW6XN-large.png,850 Schneider Dr.,Cibolo,Texas,78108,29.6295601,-98.2853566,(210) 578-4373,Mon:  8:00am - 4:00pm Tue:  8:00am - 4:00pm Fri:  8:00am - 4:00pm  ,Y,N,N,Y,nano,Nano Brewery,US,United States,USA,2012,
k2jMtH,50 Back Brewing Company,"Our entire purpose is to say ""Thank you"" to all of the active Troops and Veterans in our Country who have served so selflessly to protect and preserve our dear Nation and precious Freedom! Of course, our gratitude began close to our hearts with our own fathers, grand-fathers and uncles, and quickly spread to friends, neighbors, and colleagues.    We searched for a way to carry out our goal, we decided to find an avenue that would facilitate wide-spread reception and the ability to give back repeatedly. What better way than a great tasting lager? As predicted, the reception to our mission has, indeed, been overwhelmingly positive and dynamic. As we share our idea, everyone invariably expresses their gratitude for the fact that we are providing a manner in which they can give back on an individual and personal level. Surprisingly, Troops and Veterans have said ""Thank you"" back to us!",http://www.50back.com/,2010,N,https://s3.amazonaws.com/brewerydbapi/brewery/3zqgUV/upload_yLfzkI-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/3zqgUV/upload_yLfzkI-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/3zqgUV/upload_yLfzkI-large.png,5 Village Rd,Pepperell,Massachusetts,1463,42.67391,-71.597864,978-265-1610,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2010,
63i9qL,508 Gastrobrewery,"508 Restaurant and Brewery, Bar and Mediterranean American Rustic Cuisine SOHO, NY",http://www.508nyc.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/vsz5a5/upload_BCGRzf-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/vsz5a5/upload_BCGRzf-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/vsz5a5/upload_BCGRzf-large.png,508 Greenwich Street,New York,New York,10013,40.7257386,-74.0094031,212-219-2444,Sun:  11:00am - 12:00am Mon:  11:00am - 12:00am Tue:  11:00am - 12:00am Wed:  11:00am - 12:00am Thu:  11:00am - 2:00am Fri:  11:00am - 2:00am Sat:  5:00pm - 2:00am  ,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,,
1G00Sn,51 North Brewing Company,"Attention Beer Lovers, what you've been hearing is true! Lake Orion is about to have its very own microbrewery – 51 North Brewing Company. We will be located at 51 North Broadway, hence the name. Mary and Don Gindhart lead a small group of beer-loving, business-minded individuals that share one purpose – to create a microbrewery like no other. We will have an amazing lineup of hand-crafted beers, wines and meads, all made in-house. Along with this diverse group of drink selections, we will offer unique food pairings to complement these libations and provide high-quality entertainment and service. All these ingredients add up to a destination perfect for individuals, couples, families and friends.",http://www.51northbrewing.com/,2013,N,,,,51 N Broadway St,Lake Orion,Michigan,48362,42.785295,-83.240214,,Tue:  3:00pm - 11:00am Wed:  3:00pm - 11:00am Thu:  11:00am - 12:00am Fri:  11:00am - 12:00am Sat:  11:00am - 12:00am Sun:  12:00pm - 6:00pm  ,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
ir0rpe,515 Brewing Company,Exceptional Folks Drink Exceptional Beer,http://www.515brewing.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/rHCSHp/upload_iWAWxN-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/rHCSHp/upload_iWAWxN-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/rHCSHp/upload_iWAWxN-large.png,7700 University Ave,Clive,Iowa,50325,41.600358,-93.722843,(515) 661-4615,,Y,Y,N,Y,micro,Micro Brewery,US,United States,USA,,
W3pb09,51st Ward Beer Company,"We make unique beers the traditional way. Beer is our passion. We use only the highest quality ingredients and make small batches to ensure that we supply our community with the purest, freshest, highest quality beer possible. Fresh beer always tastes the best! Small scale, local distribution is our way of ensuring our product is in its prime when it gets to your glass. We have a number of staple beers plus we will be providing a rotating line of seasonal and specialty brews. As we say.....Great Beer, Born Here.",http://51stwardbrewing.com/,2014,N,https://s3.amazonaws.com/brewerydbapi/brewery/PLK3WP/upload_bHp8Mj-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/PLK3WP/upload_bHp8Mj-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/PLK3WP/upload_bHp8Mj-large.png,,Westmont,Illinois,60559,41.7958639,-87.9756175,,,Y,N,N,N,micro,Micro Brewery,US,United States,USA,2014,
