"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","numberCode","extendedAddress","yearOpened","hoursOfOperation","mailingListUrl","yearClosed"
"BWRwOL","300 Suns Brewing","300 Suns Brewing was really just an idea brought up years ago, that kept surfacing every time a brewery was toured, a GABF was attended, a new craft beer was tasted, a bottle of homebrew was shared on the back deck in the cool summer evening air. It was just a dream and one day (gulp), we worked up the nerve to make it a reality. We wanted to put our time and our work into something that brought joy to others the way those moments brought joy to us. And we wanted to give our community very meaningful ways that they could become part of the shaping of our brewery.","http://www.300sunsbrewing.com","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/x4vqAl/upload_fI8k35-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/x4vqAl/upload_fI8k35-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/x4vqAl/upload_fI8k35-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:38:25","335 1st Ave","Longmont","Colorado","80501","(720) 442-8292","40.1598532","-105.1011372","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Unit C","","Mon:  2:00pm - 9:00pm Tue:  2:00pm - 9:00pm Wed:  2:00pm - 9:00pm Thu:  2:00pm - 9:00pm Fri:  12:00pm - 10:00pm Sat:  12:00pm - 10:00pm Sun:  12:00pm - 8:00pm  ","",""
"mJEOcA","303 Brewing Company","","http://www.303brewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/9MrbND/upload_XOVeEw-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/9MrbND/upload_XOVeEw-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/9MrbND/upload_XOVeEw-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","PO Box 202896","Denver","Colorado","","(303) 720-7550","39.86332","-104.951049","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","","","","http://www.303brewing.com/mailing_list.html",""
"JFSV8B","33 Acres Brewing Company","Our vision was born out of enjoyment for the binding elements of life. The spirit of community sharing; Drink, food, conversation, space, and ideas. We carry a strong appreciation for the boundless limits created by hard work. We’re influenced by the natural elements of our surroundings, fueled by creative thinking, and driven to make the highest quality product.","http://www.33acresbrewing.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/DqlySI/upload_03xEgR-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/DqlySI/upload_03xEgR-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/DqlySI/upload_03xEgR-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:38:26","15 West 8th Avenue","Vancouver","British Columbia","V5Y 1M8","(604) 620-4589","49.2637924","-123.1053528","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","124","","","Mon:  12:00pm - 11:00pm Tue:  12:00pm - 11:00pm Wed:  12:00pm - 11:00pm Thu:  12:00pm - 11:00pm Fri:  11:00am - 11:00pm Sat:  11:00am - 11:00pm Sun:  11:00am - 11:00pm  ","",""
"1mRL8J","350 Brewing Company","The 350 Brewing Company has spawned from the ashes of our failed Collegiate careers at Northern Illinois University. Let me explain. 350 Augusta Ave. was our address in Dekalb, IL. At the time, your founders Todd and Erik spent more time on projects like way below average punk rock bands in the attic, and a Hardcore Wrestling Federation called WCVF (this took place in our kitchen), instead of focusing on classes like Humanities 227 in DuSable Hall. I mean, have you ever choke slammed one of your best friends into an oven pre-heated to ""550 degrees""? Well i have, and that was just a random Wednesday night. This raw energy (stupidity) and creativity is what eventually drew us to the Craft Beer scene. That’s what craft beer is…a creative and fresh twist on a beverage that has been mass produced and shoved down our throats for much too long (carefully stepping down from soapbox). Why not name our Brewery after the point in our life when we were most creative? Well…..we did. It was during these times we were also introduced to good, quality beer.    Once NIU had enough of our shenanigans, Erik went on to continue his education while I submerged myself into the cesspool known as corporate America. I feel dirty just talking about it. Over the last decade, my soul has been slowly rotting and exiting my body so there was a need for this creative juice to be squeezed once again. Since wrestling and punk rock was now out of the question, brewing beer quickly became that much needed release from the Groundhog Day that had become the norm for us. Erik like most homebrewers started out brewing with extract several years ago and quickly rose to the challenge of all-grain batches. Erik, the 350 Head brewer, has been very successful when entering brewing competitions walking away with multiple awards for his Porter and Patersbier. Myself on the other hand have had a love for flavorful craft beer for many moons, and once I learned of Erik’s brewing expertise years ago, I too became emerged in this brewing lifestyle. It was a match made in heaven. Erik brewed awesome beer, and I was awesome at drinking and sharing that beer!!!     From that point on things just sort of clicked and for the last 2 years Erik and I have been researching and concocting this master plan of opening a brewery. The time has come. We want all of you to enjoy this journey with us. Tinley Park has always been our #1 choice for the 350 Brewing Company. Downtown Tinley Park embodies the spirit of 350. With great electricity in the downtown area, coupled with an amazing artistic feel, will definitely pair well with our vision of always making sure a visit to our brewery is an interesting experience. We feel Tinley Park is ready for a neighborhood brewery. It really was an easy decision based on Tinley Park’s sense of community and passion for supporting local products.    We are looking forward to joining the family of incredible Illinois Brewers. We should all thank our lucky stars that we live in a state with such high quality Breweries.","http://350Brewing.com","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/W3pb09/upload_pRw6FS-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/W3pb09/upload_pRw6FS-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/W3pb09/upload_pRw6FS-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-25 13:36:01","7144 183rd St","Tinley Park","Illinois","60477","","41.5593734","-87.7911748","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"sjblac","38 State Brewing Company","We started out years ago brewing in our garage. Friends and family would always come by to hang out, drink our beer, socialize and watch whatever game was on. Soon our garage was filled with so many people we decided to find a bigger one and open it up to everyone! We took a chance and opened a nano-brewery and tasting room. Now we can offer our beer to current and future friends in our community! Visit our website for our beer menu, more info and updates. www.38statebrew.com    We're located in Littleton, Colorado. So whether you're a local or just passing through, please stop by, take a load off and sample some of our tasty brews. Trust us... you will not be disappointed! Cheers!!","http://38statebrew.com","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/N101SS/upload_D9KNZe-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/N101SS/upload_D9KNZe-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/N101SS/upload_D9KNZe-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-25 19:12:20","8071 S Broadway","Littleton","Colorado","80122","(720) 638-3678","39.5710987","-104.988603","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Suite A","2014","Mon:  2:00pm - 10:00pm Tue:  2:00pm - 10:00pm Wed:  2:00pm - 10:00pm Thu:  2:00pm - 10:00pm Fri:  12:00pm - 10:00pm Sat:  12:00pm - 10:00pm Sun:  12:00pm - 8:00pm  Mon - Thu: 2:00 pm - 10:00 pm  Fri - Sat: 12:00 pm - 10:00 pm  Sun: 12:00 pm - 8:00 pm","",""
"PCFyGl","3Cross Brewing Company","","3crossbrewing.com","","N","","","","new_unverified","New, Unverified","2012-01-03 02:41:33","2014-11-01 20:18:11","26 Cambridge Street","Worcester","Ma","01603","","42.244075","-71.8304129","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"28OVyf","3docs BrewHouse","Historians sometimes disagree as to the origin of the 3docs, but all agree on their mission to bring an impressive beer and spirits selection, while enjoying great live music, is a noble endeavor. Each member of the 3docs has been trained at birth to be an expert in the arts of liquid refreshment, brethren of the oldest and most prestigious society in the world — a society that is so secret, if it were revealed to you, the next thing you would hear would be a knock at the door, which would be followed by eternal enlightenment. But alas, I have said to much. To know the 3docs is to know their heart. Just as cavemen enjoyed fire, the 3docs hope that you will enjoy 3docs Brew House.","http://3docsbrewhouse.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/AvxLqi/upload_svTnRR-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/AvxLqi/upload_svTnRR-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/AvxLqi/upload_svTnRR-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:38:26","2550 West Alabama","Ruston","Louisiana","71270","318-251-3367","32.5331545","-92.6649314","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","Mon:  7:00pm - 2:00am Tue:  7:00pm - 2:00am Wed:  7:00pm - 2:00am Thu:  7:00pm - 2:00am Fri:  7:00pm - 2:00am Sat:  7:00pm - 2:00am Sun:  3:00pm - 12:00am  ","",""
"OwHCJM","3rd Wave Brewing Co.","3rd Wave Brewing Co. is a dream between to friends who love the beach and love to brew beer. We hope you visit us often and enjoy Good Friends, Good Waves, Great Beer!","http://3rdwavebrewingco.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/9gBauy/upload_TqiFpY-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/9gBauy/upload_TqiFpY-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/9gBauy/upload_TqiFpY-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:38:27","501 North Bi-State Blvd.","Delmar","Delaware","19940","(302) 907-0423","38.4607437","-75.5741265","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2012","Thu:  4:00pm - 8:00pm Fri:  4:00pm - 9:00pm Sat:  1:00pm - 9:00pm Sun:  12:00pm - 6:00pm  ","",""
"wZgKXi","4 Brothers Blended Beer","4 Brothers Custom Blended Craft Beer evolved from a combination of passion, innovation, experimentation, configuration and fermentation; followed by extensive libation and imbibition. Yep, brewing blended beer is damn hard work. Especially the tasting part. Cheers for Libations!    Until we 4 Brothers started the process of evolving our avocation into our vocation, there really hasn't been a true innovation in the beer industry in years. Maybe since the monks first put their quills to parchment and recorded their initial beer recipes.    IPAs, Porters, Pilsners, Lagers, Browns, Reds, Blondes. All magnificent purebreds. 4 Brothers is the World Class Custom Blended Craft Beer, combining the best qualities of each.    Our signature beer, Sibling Rivalry, combines the taste profiles of a darker beer, a lighter beer and a hoppier beer to produce an incredibly drinkable and delicious beer.    4 Brothers custom blended craft beers are perfect for enthusiasts, fun-lovers and those who don't take themselves too seriously. Yep; drinkability, flavor and authenticity. And we think that is something to shout about, despite the monk's vow of silence.","http://4brothersblendedbeer.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/rAznrp/upload_CzOUZw-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/rAznrp/upload_CzOUZw-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/rAznrp/upload_CzOUZw-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","W220 N1531 Jericho Ct","Waukesha","Wisconsin","53186","(262) 691-0044","43.0517737","-88.1876181","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Unit E","2012","","",""
"nJjPsG","4 Hands Brewing Company","4 Hands Brewing Company, located in the LaSalle Park neighborhood, will provide the craft beer enthusiast a handcrafted portfolio inspired by the American craft movement that pushes the limits of creativity. Our barrel -aging program will produce a truly unique line on beers. The use of wine and spirit barrels containing an array of fruit, herbs, and spices in conjunction with wild yeast strains will enhance the flavors to produce a one of a kind beer.","http://www.4handsbrewery.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/eSpMPr/upload_kmtSJB-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/eSpMPr/upload_kmtSJB-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/eSpMPr/upload_kmtSJB-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:38:27","1220 S. 8th Street","Saint Louis","Missouri","63104","(314) 436-1559","38.6149562","-90.197593","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2011","Mon:  3:00pm - 10:00pm Tue:  3:00pm - 10:00pm Wed:  3:00pm - 10:00pm Thu:  3:00pm - 10:00pm Fri:  2:00pm - 12:00am Sat:  12:00pm - 12:00am  ","",""
"CL1RZ9","4 Noses Brewing Company","The 4 Noses Brewery is a family owned and operated craft brewery and tasting room. 4 Noses has a passion for creatively brewing our unique interpretation of classic styles. Using ingredients from around the world, 4 Noses combines traditional styles with nontraditional flavor profiles to give the beers our own distinct personality.","http://4nosesbrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/Ucc6jp/upload_X4vzcg-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Ucc6jp/upload_X4vzcg-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Ucc6jp/upload_X4vzcg-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:38:29","8855 W. 116 Cir","Broomfield","Colorado","80021","(720) 460-2797","39.90658","-105.09859","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","Thu:  4:00pm - 10:00pm Fri:  4:00pm - 11:00pm Sat:  11:00am - 11:00pm Sun:  11:00am - 9:00pm  ","",""
"WZYtNu","4 Paws Brewing","4 Paws Brewing LLC is a microbrewery established in Chicago, IL. The brewery will be located in the Uptown/Edgewater neighborhood at a site to be determined. 4 Paws is hoping to be fully operational by 2013!    We believe in our company, what we stand for, and most of all the beers we serve. We would never make anything we wouldn't drink just to turn a profit and we would never say anything or do anything to compromise our core beliefs. We hope that our supporters and friends join us in believing in 4 Paws too!    So why 4 paws you might ask? The short answer is our little dog Sadie. Sadie is a rescue dog that we adopted over Memorial Day weekend of 2010. She's a big part of who we are and what we're all about. So that's how we got our name, but what are we all about?","http://4pawsbrewing.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/j4bzi7/upload_Yqp4KY-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/j4bzi7/upload_Yqp4KY-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/j4bzi7/upload_Yqp4KY-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Chicago","Illinois","","","41.88415","-87.632409","Y","N","N","N","micro","Micro Brewery","US","United States","USA","","","2011","","",""
