"id","name","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","extendedAddress","locality","region","postalCode","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","website","established","phone","numberCode","images__icon","images__medium","images__large","description","hoursOfOperation","yearOpened","mailingListUrl","isoCode","yearClosed"
"ik6B7t","Lafitte Brewing Co","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","7407 Saint Charles Ave","","New Orleans","Louisiana","70118","29.938488","-90.1283143","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://lafittebrewing.com/","2014","504-258-0658","","https://s3.amazonaws.com/brewerydbapi/brewery/8qQGhh/upload_q4vrSP-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/8qQGhh/upload_q4vrSP-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/8qQGhh/upload_q4vrSP-large.png","Lafitte Brewing is a new start-up micro-brewery based in New Orleans. Named after the legendary pirate, Jean Lafitte, The Lafitte Brewing Company is regional brewery with an initial production capacity of 3,000 barrels annually. The brewery is to be located a 4,700 square foot facility in the Gentilly area of New Orleans, a community that understands the urgent need for new jobs and manufacturing facilities.","","","","",""
"xNXnQl","Lager Heads Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2832 Abbeyville Rd","","Medina","Ohio","44256","41.197221","-81.887167","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://lagerheads.us/","2010","330-725-1947","","https://s3.amazonaws.com/brewerydbapi/brewery/9zzNDR/upload_LP8xBI-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/9zzNDR/upload_LP8xBI-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/9zzNDR/upload_LP8xBI-large.png","Established in 2004, Lagerheads has continued to reign supreme in finger-licking BBQ anywhere around! All of are meats are hickory smoked, and the finest BBQ sauce you'll ever have! All of which are hand-made on premises. Come join us in enjoying are famous ribs and wings, which were voted Best of the Best 2010 compliments of the Medina Gazette!     New to 2010 is our brewery! Handcrafting lagers and ales, we have a taste to appease everyone. If you are really thirsty, we now offer growlers, 64oz of your favorite Lagerheads beer to take home, or to wherever the occasion brings you! We are brewing new beers often, so come in and enjoy us perfecting this art! (read less)","","2010","","",""
"L3ozHK","Lagerhaus Brewery & Grill","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3438 East Lake Business","","Palm Harbor","Florida","34685","28.06113","-82.707771","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://lagerhausbrewery.com/","","(813) 343-2449","","","","","","","","","",""
"ZhGbaC","Lagniappe Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","60 E Center Street","Suite E","Minneola","Florida","34715","28.5719945","-81.7482959","Y","N","Y","Y","brewpub","Brewpub","US","United States","USA","http://www.lagniappebrewing.com/","","352-243-4149","","","","","","","","","",""
"C0zPjd","Lagunitas Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-08-25 12:10:04","1280 North McDowell Boulevard","","Petaluma","California","94954","38.272435","-122.662346","N","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lagunitas.com/","1993","707 769-4495","","https://s3.amazonaws.com/brewerydbapi/brewery/nLsoQ9/upload_GfxgCC-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/nLsoQ9/upload_GfxgCC-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/nLsoQ9/upload_GfxgCC-large.png","From our earliest days of striving to make consistently good beer, and instead making beer that ranged from vile, to barely drinkable, to wonderful, to elegant, to questionable-at-best. From being castigated by our West Marin neighbors to finally suffering an 'eviction' by our West Marin septic system. From landing in the welcoming arms of Petaluma, and actually getting our beer into bottles, onto the streets, and into the hands of sympathatic beer geeks, to steadily losing less money each month. From all this and more, Lagunitas Brewing Company is emerging as a battle-tested brewery capable of making great beer out of goat's milk, brambles, and asphalt on the surface of the Moon, if need be.    As the poet once said, 'Where, but for the grace of God and the kindness of strangers, go I'. Where go we indeed, whatever that means.","Wed thru Friday 3:00-9:00.  Sat & Sun: 1:00-7:00","1993","","",""
"g2d9B7","Chicago","","verified","Verified","2012-01-03 02:41:33","2014-08-25 12:10:03","1843 S. Washtenaw Ave.","","Chicago","Illinois","60608","41.8574122","-87.6924901","Y","N","N","Y","tasting","Tasting Room","US","United States","USA","http://lagunitas.com/","","(773) 522-2503","","","","","","","","","",""
"oKiDt4","Lahnsteiner Brauerei","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Sandgasse 1","","Lahnstein","","56112","50.29915","7.6079","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","http://www.lahnsteiner-brauerei.de/","","02621-91740","276","https://s3.amazonaws.com/brewerydbapi/brewery/ezkTq5/upload_L4oiaN-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ezkTq5/upload_L4oiaN-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ezkTq5/upload_L4oiaN-large.png","","Mon - Fri: 7:00 am - 6:00 pm  Sat: 8:00 am - 12:30 pm","","","",""
"m4RRhE","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Sandgasse 1","","Lahnstein","Rheinland-Pfalz","D-56112","50.299426","7.607841","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","","","276","","","","","","","","",""
"QeR22V","Laht Neppur Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","444 Preston Avenue","","Waitsburg","Washington","99361","46.2694","-118.148692","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lahtneppur.com/","2006","509-337-6261","","https://s3.amazonaws.com/brewerydbapi/brewery/6QNMyS/upload_yIGYY9-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/6QNMyS/upload_yIGYY9-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/6QNMyS/upload_yIGYY9-large.png","We couldn't have said it better ourselves. Laht Neppur Brewing Co., located in Waitsburg, WA, offers premium handcrafted ale by the glass or pitcher in our tap room. Sampler trays are highly recommended for first time visitors. We also have Mason Jars, Growlers, and Party Pigs to go.    After home brewing for more than 20 years, Chiefton Brewer Court Ruppenthal, came to the Walla Walla Valley to learn the art of wine making. He quickly realized that what the valley really needed was beer - good beer. After all, winemakers in the valley are often heard saying, ""It takes a lot of beer to make good wine."" So he decided to open his own brewery, and opened the doors to the public on June 3, 2006.    All Laht Neppur beer is produced on site and is available in our tap room. There are no macro-brews here! Families are welcome, and we offer an outdoor seating area.","","2006","","",""
"s8dOIH","Lake Bluff Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","16 E Scranton Ave","","Lake Bluff","Illinois","60044","42.2796909","-87.8451774","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","http://www.lbbrew.com/","2011","(224) 544-5179","","https://s3.amazonaws.com/brewerydbapi/brewery/Yv4kUK/upload_ef7e2S-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Yv4kUK/upload_ef7e2S-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Yv4kUK/upload_ef7e2S-large.png","We're a quaint craft brewery in the Chicago's North Shore suburbs. We strive to create the finest beer while minding the rich traditions of brewing.","","2011","http://eepurl.com/vj34X","",""
"USMCRi","Lake Chelan Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","50 Wapato Way","","Manson","Washington","98831","47.885318","-120.158931","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lakechelanmicrobrewery.com/","2012","(509) 687-4444","","https://s3.amazonaws.com/brewerydbapi/brewery/BEnYdl/upload_kNQP66-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/BEnYdl/upload_kNQP66-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/BEnYdl/upload_kNQP66-large.png","Lake Chelan Brewery is a nano-brewery located in downtown Manson, Washington that was created for the love of beer! We brew delicious and diverse beers and welcome the beer community and beyond.    At LCB, we currently produce 4 house beers-- Manson Beach Blonde, Mackinaw Red Amber, Devil's Backbone IPA and Imperial Prize Fighter Irish Stout. These tasty brews are created in-house, using only the finest ingredients and Lake Chelan’s glacier fed water.    Make Lake Chelan Brewery your vacation destination. Relax and sample some of our beers, or grab a snack and growler to bring with you on the boat!","Opens daily at 10am","2012","","",""
"zuVNrl","Lake Drum Brewing","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","16 East Castle Street","","Geneva","New York","14456","42.86774","-76.980968","Y","Y","N","Y","nano","Nano Brewery","US","United States","USA","http://www.lakedrumbrewing.com/","","","","https://s3.amazonaws.com/brewerydbapi/brewery/r3bKPM/upload_fJ53K4-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/r3bKPM/upload_fJ53K4-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/r3bKPM/upload_fJ53K4-large.png","Lake Drum Brewing is a small batch brewery operated by Victor Pultinas and Jenna LaVita in the heart of downtown Geneva, NY.","","","","",""
"2y9qBw","Lake Effect Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","Chicago","Illinois","","41.88415","-87.632409","Y","Y","N","N","micro","Micro Brewery","US","United States","USA","http://www.lakeeffectbrewing.com/","2011","312.919.4473","","https://s3.amazonaws.com/brewerydbapi/brewery/NTrt0Z/upload_JcAjHx-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/NTrt0Z/upload_JcAjHx-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/NTrt0Z/upload_JcAjHx-large.png","Our name, Lake Effect, is inspired by the weather phenomenon we experience on the Great Lakes, most famous for creating legendary snow storms. The lake effect also produces longer growing seasons that yield some of the highest-quality grains, fruits and vegetables in the world. Most importantly, our central ingredient – the water – is from our great lake.","","","clint@lakeeffectbrewing.com","",""
"fHseLN","Lake Louie Brewing","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","7556 Pine Road","","Arena","Wisconsin","53503","43.1706377","-89.9323658","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lakelouie.com/","2000","608-753-2675","","https://s3.amazonaws.com/brewerydbapi/brewery/PfbcZa/upload_u4xMHf-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/PfbcZa/upload_u4xMHf-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/PfbcZa/upload_u4xMHf-large.png","Lake Louie Brewing started out as a mid-life crisis for owner Tom Porter.  He had spent 20+ years in the Engineering field and was looking to make a change in careers and a change in outlook.  Having been homebrewing for a couple of years, Tom wrote a ‘cartoon’ of a business plan that stated that a 3 barrel brewery could make a profit (in the first year, no less!).    Armed with said business plan and a cashed in 401k, Tom and his wife DeAnn proceeded to convert a metal storage shed on their property into a nascent brewery.    Lake Louie Brewing is located on 18.5 acres of land purchased from Tom’s uncle Louie Carpenter (hence the name ‘Lake Louie’) near the small town of Arena, Wisconsin (population: not too many, traffic lights: zero).  Lake Louie was the skinny dipping pond for area youth (including Tom in his day).    At the end of one full year’s brewing, Lake Louie has produced the astounding sum of 106 barrels of beer.  2001 year end totals:  276 barrels.  A 258% increase in one year (lookout Bud!).","","","","",""
"u7xp1I","Lake Norman Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","159 Barley Park Lane","","Mooresville","North Carolina","28115","35.6244756","-80.8034742","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://lakenormanbrewingcompany.com/","2014","(704) 660-1182","","https://s3.amazonaws.com/brewerydbapi/brewery/TBOcTV/upload_clm2p8-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/TBOcTV/upload_clm2p8-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/TBOcTV/upload_clm2p8-large.png","Lake Norman Brewing Company is a family owned and operated microbrewery located in Mooresville, NC. We specifically chose the name “Lake Norman” due to the Lake’s prominence and the vitality it represents to the population that thrives around it. Whether you love Lake Norman as your home or get-away, for the boating, the sunsets, the watersports, the swimming or the fishing, we are excited to be part of phenomenon known to the locals as   the “Lake Life”.","Tuesdays and Thursdays 4 pm - 7 pm  Saturdays 2 pm - 8 pm","2014","","",""
"HbbSUo","Lake of Bays Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2681 Muskoka Road 117","","Baysville","Ontario","P0B 1A0","45.1500187","-79.1139153","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","http://www.lakeofbaysbrewing.ca/","2009","705-767-2313","124","https://s3.amazonaws.com/brewerydbapi/brewery/oGBBGF/upload_x3pIAj-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/oGBBGF/upload_x3pIAj-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/oGBBGF/upload_x3pIAj-large.png","The Lake of Bays Brewing Company is Northern Ontario's newest craft brewery. We busted our butts for more than a year getting ready to launch, and now our retail store and brewery in Baysville is open for business (woohoo!). Try our beer and see what Pure Northern Taste is all about. Cheers!","","","","",""
"tvKGeF","Lake Placid Pub & Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","813 Mirror Lake Drive","","Lake Placid","New York","12946","44.283431","-73.981633","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.ubuale.com/","1996","518-523-3813","","https://s3.amazonaws.com/brewerydbapi/brewery/1zKQj1/upload_NMx9zn-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/1zKQj1/upload_NMx9zn-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/1zKQj1/upload_NMx9zn-large.png","It began, like many microbreweries, with a homebrew kit and a love of beer. Not just a love of drinking beer but a real respect for the craft, the history, the art, and the industry, as well as a love for the brewing process itself. Today, Lake Placid Pub & Brewery has been brewing award-winning ales for 14 years and has expanded rapidly due to its popularity and quality, earning the respect of the brewing community.    In 1996, Christopher Ericson and a college friend purchased P.J. O'Neill's, a pub in the small, Adirondack village of Lake Placid. They renovated the upstairs into a pub and restaurant, installed a seven barrel brewery, and began brewing. Chris' brewing experience included Federal Jack's / Shipyard Brewing in Kennebunkport, ME and The Shed Restaurant and Brewery in Stowe, VT.  The Lake Placid Pub & Brewery soon became a popular spot both for locals and visitors to the Lake Placid area.","","1996","","",""
"WF34ng","Lake Superior Brewing","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2711 West Superior Street","","Duluth","Minnesota","55806","46.760892","-92.1321893","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lakesuperiorbrewing.com/index.html","1994","(218) 723-4000","","https://s3.amazonaws.com/brewerydbapi/brewery/eJ3EsS/upload_BUCU21-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/eJ3EsS/upload_BUCU21-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/eJ3EsS/upload_BUCU21-large.png","A multi-award winning micro-brewery located in Duluth, MN.","Growler sales, M-F, 8am-4pm","1994","","",""
"8Ylsx7","Lake Superior Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","N-14283 Lake Avenue","","Grand Marais","Michigan","49839","46.6707852","-85.9849459","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.grandmaraismichigan.com/LSBC/","","(906) 494-2337","","","","","Welcome to the Lake Superior Brewing Company, the place to be when you're in Grand Marais.  From our handcrafted beers to our delicious brewpub cuisine, we know you're going to want to come back again and again.  Nestled near the shore of Lake Superior we know that our unique atmosphere is unparalleled.  Steeped in the history of a harsh environment and life in Michigan's Upper Peninsula, the LSBC reflects bygone days while blending in its own contemporary identity.","","","","",""
