"id","name","website","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","description","numberCode","established","images__icon","images__medium","images__large","hoursOfOperation","extendedAddress","yearOpened","yearClosed","mailingListUrl","isoCode"
"5GKTi0","Heathen Brewing","http://www.heathenbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5612 NE 119th St.","Vancouver","Washington","98686","(360) 601-7454","45.708808","-122.613613","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Heathen Brewing is a small craft brewery that was created from the soul of home brewing. The realization that we as a people want to break the corporate strong hold on the beer industry and get back to using local ingredients in small craft batch brewing has demanded the formation of Heathen Brewing. At Heathen Brewing we make small batches of ""Progressive Ales for the Promiscuous Palate"". It all ...See More","","2011","https://s3.amazonaws.com/brewerydbapi/brewery/5SFznI/upload_a0hl8i-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/5SFznI/upload_a0hl8i-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/5SFznI/upload_a0hl8i-large.png","Thu - Fri: 4:00 pm - 7:00 pm  Sat: 1:00 pm - 7:00 pm","","2011","","",""
"ztnLa0","Heatherdowns Brewery","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Hydesville","California","95547","707-768-3430","40.573309","-124.042519","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","PO Box 121","","","",""
"cDW9jR","Heavenly Daze Brewery and Grill","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Denver","Colorado","","","39.737567","-104.9847179","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","",""
"NamZiK","Heavily Brewing Company","http://www.heavilybrewingcompany.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2465 Hayes Hill Road","Montour Falls","New York","14865","(607) 535-2739","42.3472958","-76.8452351","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","",""
"w7IFkJ","Heavy Riff Brewing Company","http://www.heavyriffbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-10-06 16:55:50","6413 Clayton Ave","St Louis","MO","63139","","38.6289376","-90.2933909","Y","N","N","Y","tasting","Tasting Room","US","United States","USA","We feature 15 taps which is a mix of our brews and excellent craft beers from other breweries.  There is also a nice wine list and a solid selection of spirits to choose from.    We currently do not serve any food but you are welcome to bring in any that you like, order delivery, or better yet place an order to go at any of the great restaurants that Dogtown has to offer!  Most are on the same block that we are.","","","https://s3.amazonaws.com/brewerydbapi/brewery/XJ7ZBB/upload_LLJcm0-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/XJ7ZBB/upload_LLJcm0-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/XJ7ZBB/upload_LLJcm0-large.png","Mon:  2:00pm - 12:00am Tue:  2:00pm - 12:00am Wed:  2:00pm - 12:00am Thu:  12:00pm - 12:00am Fri:  12:00pm - 12:00am Sat:  12:00pm - 12:00am  Monday-Wednesday 2:00-Midnight  Thursday- Saturday Noon-Midnight  Sunday- Closed","","","","",""
"yX6twV","Heavy Seas Beer","http://www.hsbeer.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4615-B Hollins Ferry Road","Baltimore","Maryland","21227","410-247-7822","39.230827","-76.6751309","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Heavy Seas Beer is brewed by Clipper City Brewing Company, in Baltimore, Maryland. The brewery was established by Hugh Sisson in 1995. Previously, Sisson operated Maryland's first brewpub, Sisson's. The brewery is named for the famed Clipper ship - first developed and built in the home port of Baltimore. While the name of the company remains Clipper City Brewing Company, all of its beer falls under the Heavy Seas brand. Heavy Seas is located at 4615 Hollins Ferry Road, Suite B, in the Halethorpe section of Baltimore. Heavy Seas currently offers a variety of beer styles in approx. 18 states within the United States.    Heavy Seas mission is to bring back the local brewery, and to do it in such a way that we are more than just a fringe player, but a positive part of our area. To accomplish this mission we have created a broad portfolio of products with enough diversity that we have at least one beer that can appeal to everyone. Whether your preference is for a classic American style lager beer, or a big, challenging Hop Cubed Ale, we have a something that will suit your taste. We believe in bringing beer drinkers the quality and flavor of a handcrafted beer while supporting the local communities we serve.","","1995","https://s3.amazonaws.com/brewerydbapi/brewery/wTFQaf/upload_mfJMWB-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/wTFQaf/upload_mfJMWB-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/wTFQaf/upload_mfJMWB-large.png","","","1995","","",""
"vh3ZUn","Heavy Seas Alehouse","http://heavyseasalehouse.com/","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1300 Bank Street","Baltimore","Maryland","21231","410-522-0850","39.286352","-76.599143","N","N","N","Y","restaurant","Restaurant/Ale House","US","United States","USA","","","","","","","Open noon Monday-Sunday","","","","",""
"EXExss","Heavyweight Brewing","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Ocean","New Jersey","","","39.837145","-74.292103","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","Heavyweight Brewing closed in 1996.","","","","","","","","","","",""
"qqxm2J","Hedge House","http://www.newoldlompoc.com/hedgehouse_home.html","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3412 SE Division","Portland","Oregon","97202","503-235-2215","45.504579","-122.629178","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","The Hedge House is truly a community gathering place located in the heart of the Division/Clinton Street Neighborhood.    Since opening in December 2003, the Hedge House has been a place for families and friends to gather over a pint of great Lompoc beer and a meal of hearty pub grub.    Our menu features great sandwiches, salads, and appetizers. We feature six regular taps of Lompoc beer, along with our seasonals.    We’re known for our huge patio and deck outside the 1912 craftsman-style bungalow. On sunny days it seems the entire neighborhood comes down to enjoy the evening.    Kids and dogs are welcome.","","","https://s3.amazonaws.com/brewerydbapi/brewery/pSbibd/upload_6CYaHA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/pSbibd/upload_6CYaHA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/pSbibd/upload_6CYaHA-large.png","","","","","",""
"NNfEaZ","Heidelberger Brauerei","http://www.heidelberger-brauerei.de/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Bergheimerstraße 89-93","Heidelberg","Baden-Württemberg","69115","","49.40781","8.683357","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","","","","","","","","","",""
"TAgaBk","HeiderHouse Brewing","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Ankeny","Iowa","","515-965-4485","41.73184","-93.605264","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","",""
"oOHh0T","Heights Brewing Company","http://www.heightsbrewing.com","N","verified","Verified","2012-01-03 02:41:33","2014-10-01 18:48:40","","Vancouver","WA","","","45.6387281","-122.6614861","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2014","https://s3.amazonaws.com/brewerydbapi/brewery/0xrpxV/upload_efrfeN-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/0xrpxV/upload_efrfeN-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/0xrpxV/upload_efrfeN-large.png","","","","","",""
"K7r0e3","Heineken","http://www.heineken.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","","","","","","Y","N","N","Y","micro","Micro Brewery","NL","Netherlands","NLD","Heineken Lager Beer was first brewed by Gerard Adriaan Heineken in 1873. The beer is made of purified water, malted barley, hops, and yeast. In 1886 H. Elion finished the development of the Heineken A-yeast, which is still used in the brewing process today","528","1873","","","","","","","","",""
"5UPOLB","Heineken Česká republika","http://www.krusovice.cz/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","270 53","KruÃ?Â¡ovice","","","313 569 229","37.934078","21.309955","Y","N","N","Y","micro","Micro Brewery","CZ","Czech Republic","CZE","","203","","","","","","","","","",""
"ho8CUc","Heineken Hungária Breweries PLC","http://www.heinekenhungaria.hu/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Sopron","","","","47.681419","16.593319","Y","N","N","Y","micro","Micro Brewery","HU","Hungary","HUN","Known before Soproni SÃ?Â¶rgyÃ?Â¡r","348","","","","","","","","","",""
"wRZonU","Heineken Ireland","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Lady's Well Brewery","Cork","","","353-21-450-3371","51.892845","-8.46376","Y","N","N","Y","micro","Micro Brewery","IE","Ireland","IRL","","372","","","","","","","","","",""
"YlIcwv","Heineken Switzerland","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Haldenstrasse 69","Winterthur","","","41-052-/-264-41-41","47.5076657","8.730202","Y","N","N","Y","micro","Micro Brewery","CH","Switzerland","CHE","","756","","","","","","","","","",""
"B51R6M","Heiner Brau Microbrewery","http://www.heinerbrau.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","226 East Lockwood Street","Covington","Louisiana","70433","985-373-1844","30.4775789","-90.0970269","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","",""
"nOkFFn","Heinzelmännchen Brewery","http://www.yourgnometownbrewery.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","545 Mill Street","Sylva","North Carolina","28779","828-631-4466","35.373992","-83.2220186","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","In a microbrewery in downtown Sylva, NC, German-born brewmaster Dieter Kuhn and his wife Sheryl Rudd are creating light and refreshing German beer made with wholesome grains, fresh hops & no preservatives. All beers are keg conditioned and non-filtered, making them smooth and lighter in body.  Enjoy pints or flights in our taproom then take home your favorite in one of our unique, German 2-liter growlers. We have snacks available and you are welcome to bring in food from local restaurants (some will deliver) or your picnic!","","2004","https://s3.amazonaws.com/brewerydbapi/brewery/XFY63m/upload_IVrPkH-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/XFY63m/upload_IVrPkH-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/XFY63m/upload_IVrPkH-large.png","Mon - Thu: 11:00 am - 7:00 pm  Fri - Sat: 11:00 am - 9:00 pm","","2004","","",""
"PiT3PE","Heist Brewery","http://www.heistbrewery.com","N","verified","Verified","2012-01-03 02:41:33","2014-08-28 11:43:18","2901 North Davidson Street","Charlotte","North Carolina","28205","(704) 375-8260","35.245827","-80.808967","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","It’s going down right now. There’s a Heist happening in Charlotte. Except at this robbery everybody’s going to get their share of the loot, er…brew. After over two years of planning, Charlotte will now be called home to the Heist Brewery.","","2012","https://s3.amazonaws.com/brewerydbapi/brewery/3Rjk1o/upload_nMJnEI-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/3Rjk1o/upload_nMJnEI-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/3Rjk1o/upload_nMJnEI-large.png","","","2012","","",""
"a4A4FM","Hell Bay Brewing Co","http://www.hellbaybrewing.com","N","verified","Verified","2012-01-03 02:41:33","2014-10-10 18:15:47","38 Legion St.","Liverpool","Nova Scotia","B0T1K0","19023563556","44.0382958","-64.7174624","Y","N","N","Y","brewpub","Brewpub","CA","Canada","CAN","Hell Bay Brewing Company offers a high quality local beer that is sure to satisfy anyone looking for locally made products. Our beer is made from premium malts, hops, and yeast, handcrafted in small batches to ensure freshness.    Try some today. You will love it.","124","","https://s3.amazonaws.com/brewerydbapi/brewery/DtdPHw/upload_Vm9501-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/DtdPHw/upload_Vm9501-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/DtdPHw/upload_Vm9501-large.png","Tue:  12:00pm - 5:00pm Wed:  12:00pm - 5:00pm Thu:  12:00pm - 5:00pm Fri:  12:00pm - 5:00pm Sat:  12:00pm - 5:00pm  ","","","","",""
"4jt92U","Hellbender Brewing Company","http://hellbenderbrewingcompany.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Washington","District of Columbia","","","38.89037","-77.031959","Y","Y","N","N","micro","Micro Brewery","US","United States","USA","Hellbender Brewing Company was created out of a true love for the art, culture, history, and science of craft brewing.  Just taste the beer we produce, and you will see the difference.  We have created every recipe as an artistic interpretation of an existing style, and refined it with years of tasting and fine tuning.      All of our flagship beer ingredients come from American brewing supply companies that source ingredients from the American midwest and northeast.  The majority of the hops that we use are grown in Oregon and Washington State, but some of our specialty beers will be brewed with hops from our very own farm in upstate New York.","","","https://s3.amazonaws.com/brewerydbapi/brewery/CepDrc/upload_sLr783-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/CepDrc/upload_sLr783-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/CepDrc/upload_sLr783-large.png","","","","","",""
"eLufi6","Helltown Brewing","http://www.helltownbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","13 Henry C Frick Street","Mt. Pleasant","Pennsylvania","15666","(724) 542-4339","40.1504552","-79.5323199","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Helltown Brewing is a craft brewery located in Mount Pleasant, Pennsylvania- a small town situated in the the foothills of the Laurel Highlands.  The brewery, named in homage to our home town, will be brewing a variety of exceptional beer from IPAs to the traditional lambic styles","","","https://s3.amazonaws.com/brewerydbapi/brewery/flSYBF/upload_5HTUwh-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/flSYBF/upload_5HTUwh-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/flSYBF/upload_5HTUwh-large.png","","","","","",""
"ZIvmeu","Helm's Brewing Co.","http://www.helmsbrewingco.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5640 Kearny Mesa Road","San Diego","California","92123","(858) 384-2772","32.837392","-117.1392453","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Helm's Brewing Co. is a community brewery. It's a place where people stop by after work to check out what's new on the menu and have a quick taster before heading home. Our facility is a place to take the edge off while enjoying a fine beer with neighbors and friends. Helm's Brewing Co. is a place where everyone is welcomed.","","2011","https://s3.amazonaws.com/brewerydbapi/brewery/c8VKLu/upload_fHixzK-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/c8VKLu/upload_fHixzK-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/c8VKLu/upload_fHixzK-large.png","Thu - Fri:	3:00 pm - 9:00 pm  Sat:	12:00 pm - 9:00 pm  Sun:	12:00 pm - 7:00 pm","Unit C/N","2011","","",""
