"id","name","description","isOrganic","status","statusDisplay","createDate","updateDate","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","website","established","images__icon","images__medium","images__large","streetAddress","numberCode","yearOpened","hoursOfOperation","extendedAddress","yearClosed","mailingListUrl","isoCode"
"eu1cAn","Mount Dora Brewing Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Mt Dora","Florida","32757","","28.7936471","-81.6362194","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.mountdorabrewing.com/","","","","","405 S Highland St","","","","","","",""
"HDkQKE","Mount Henry Brewing Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Bridgeton","Maine","","","44.05571","-70.706986","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","","",""
"tXTETf","Mount Hood Brewing Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Government Camp","Oregon","97028","503-272-0102","45.3040091","-121.7538795","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.mthoodbrewing.com/","","","","","87304 E Government Camp Loop","","","","","","",""
"VrC2d6","Mount Pleasant Brewing Co","Distinctive Ales and Lagers","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Mt Pleasant","Michigan","48858","(989) 400-4666","43.6118391","-84.778754","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.mtpleasantbrew.com/","1996","https://s3.amazonaws.com/brewerydbapi/brewery/8X6H9w/upload_riy7ql-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/8X6H9w/upload_riy7ql-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/8X6H9w/upload_riy7ql-large.png","614 W Pickard St","","","Mon - Thu: 4:00 pm - 10:00 pm  Fri - Sat: 12:00 pm - 12:00 am  Sun: 4:00 pm - 10:00 pm","","","",""
"8AuqmX","Mount Shasta Brewing Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Weed","California","96094","530-938-2394","41.416053","-122.387038","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.weedales.com/","","","","","360 College Avenue","","","","","","",""
"kUdevy","Mount Shivalik Breweries Ltd","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Punjab","","","+91(01762) 280122","30.86096","72.372894","Y","N","N","Y","micro","Micro Brewery","IN","India","IND","http://www.thunderboltbeer.com/","","","","","","356","","","","","",""
"MoMT5P","Mount St Helena Brewing Co","Mount St. Helena Brewing Company is a Northern California microbrewery founded in 1996 by Phil Box, Ken Davis and Jim Garrett. The Mount St. Helena brewery also features a full service restaurant, serving lunch and dinner. The Mount St Helena Brewing Company (named for nearby Mount St Helena )is located on Calistoga Street, the main road through the town of Middletown, California.     Mount St. Helena Brewing Company pours six styles of beer, including the award winning Palisades Pale Ale, English Style Brown and Imperial Stout. These ales were awarded silver medals in the World Beer Championships. Their Honey Wheat Ale and Palisades Pale Ale won Gold Medals at the 1999 California State Fair.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Middletown","California","95461","707-987-2106","38.7526623","-122.615114","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://sainthelenabrewery.com/","1996","https://s3.amazonaws.com/brewerydbapi/brewery/tteer4/upload_FWbfRk-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/tteer4/upload_FWbfRk-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/tteer4/upload_FWbfRk-large.png","21167 Calistoga St.","","","","PO Box 1430","","",""
"z85HEq","Mount Tabor Brewing Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Portland","Oregon","97215","","45.517016","-122.587309","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.mttaborbrewing.com/","","","","","824 SE 73rd Ave","","","","","","",""
"bRo5OH","Mount Tallac Brewing Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","South Lake Tahoe","California","96150","530-541-7405","38.9154259","-120.003603","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","http://www.tallacbrewingco.com/","","https://s3.amazonaws.com/brewerydbapi/brewery/fGD2YC/upload_GQkvBd-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/fGD2YC/upload_GQkvBd-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/fGD2YC/upload_GQkvBd-large.png","2060 Eloise Ave","","","Mon - Sun: 5:00 pm - 7:00 pm","","","",""
"Xa3ue0","Mountain Goat","Dave and Cam learned to be persistent. Really persistent. They finally secured the required funds from friends, family and a business banker who wanted them out of his face.    Today the boys operate their very own microbrewery in Richmond (inner Melbourne). They craft the Hightail Ale, Organic Steam Ale plus seasonal beers in longnecks like the Surefoot Stout , IPA and Double Hightail.    “The plant is very labor intensive, but we can squeeze great beer out of it” says Dave. “And after hand filling, capping and labelling just on 2 million bottles you can well imagine we’re pretty happy about putting in a small, automated bottling line.”    Mountain Goat has collected a swag of awards over the years for their traditional, all natural ales and now has about 80 bars in Melbourne pouring their beers on tap plus bottled beer distributed nationally.    So why Mountain Goat? Well, a mountain goat’s a big hairy animal that’s never gonna fall over.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Richmond","Victoria","3121","+ 613 9428 1180","-37.816509","145.012604","Y","N","N","Y","micro","Micro Brewery","AU","Australia","AUS","http://www.goatbeer.com.au/","1997","https://s3.amazonaws.com/brewerydbapi/brewery/IRMmi5/upload_Jw6kLD-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/IRMmi5/upload_Jw6kLD-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/IRMmi5/upload_Jw6kLD-large.png","80 North Street","36","1997","We open the brewery to public every Friday evening from 5pm.   We’re also open Wednesday nights from 5 and hold free brewery tours at 6.30 (no need to book for groups under 4). We’re usually in here brewing Wed nights so it’s a great opportunity to see the process happening and earbash a brewer.","","","http://www.goatbeer.com.au/where-to-goat/goat-army/",""
"KmsdoV","Mountain Madness Brewing","In 2011, the current owners answered their calling for the mountains and relocated to Durango from Phoenix, Arizona. They soon bought this restaurant with the idea of creating a true neighborhood pub in the heart of the Animas Valley where none currently exist. A new pub that focuses on a simple but tasty menu with a high energy atmosphere where everyone is welcome and comfortable. Our specialty is handcrafted gourmet brick oven pizzas complimented with great apps, salads, and sandwiches, all washed down with quality craft brews. We have a full bar, free Wi-Fi, and several HDTV's for all your sports viewing pleasure.     At Mountain Madness we can best be described as passionate. We're passionate about people (and dogs), we're passionate about great craft beer and gourmet pizza, and we're insanely passionate about the mountains. Mountain Madness is the culmination of a life long dream of its founder to create an experience that combines these passions.     We will continue to remodel, tweak, and enhance Mountain Madness as we strive to perfect your neighborhood pub. We are simple, casual, and unique by design...and we love dogs! During the summer bring your furry friends with you and enjoy our fantastic deck with the best views in town!     We are your apres ski destination as the closest ""in-town"" location to Purgatory right on Hwy. 550. We are located 2 miles north of downtown directly across from the Iron Horse Inn with plenty of free on-site parking.     On behalf of our entire staff, we hope to see you soon at Mountain Madness Pizza & Pub. Our people make the difference!","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Durango","Colorado","81301","(970) 247-5236","37.324142","-107.852189","N","N","Y","N","brewpub","Brewpub","US","United States","USA","http://mountainmadnessbrewing.com/","2012","https://s3.amazonaws.com/brewerydbapi/brewery/6LMXav/upload_Ypw6Sf-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/6LMXav/upload_Ypw6Sf-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/6LMXav/upload_Ypw6Sf-large.png","1644 County Road 203","","2012","Mon - Fri: 3:00 pm - 10:00 pm  Sat - Sun: 11:00 am - 10:00 pm","","","",""
"x6bRxw","Mountain Madness Brewing","","","deleted","Deleted","2012-01-03 02:41:33","2014-07-23 19:11:34","Durango","Colorado","81301","(970) 247-5236","37.324142","-107.852189","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.mountainmadnessbrewing.com","","","","","1644 County Road 203","","2012","3pm-Close 7 Days a week Kitchen closes at 9pm daily","","","",""
"DlWtXi","Thomas","As Natives of West Virginia, it has long been our dream to bring quality hand-crafted beer back to our state.    Originally from Elkins and Helvetia, we were raised on easy drinking beers and homemade wine. Curiosity eventually got the best of us, and we combined the two - our first batch of homebrew was conceived in the early 90's with home brewing equipment, books, and some ingredients handed down from our parent's home brewing days in the 70's.    Since then we've learned a lot about brewing professionally. We developed easy drinking and well rounded beers with our own state of the art brewing equipment. We sold our first beer in October 2005 and now we're distributing throughout the Canaan Valley, Davis, Thomas, Elkins, Morgantown and Fayetteville.    That's our story so far. Thank you for all the great support we've received pursuing our dream.    - Brian & Willie","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Thomas","West Virginia","26292","304-463-4500","39.140863","-79.499701","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://mountainstatebrewing.com/","2005","https://s3.amazonaws.com/brewerydbapi/brewery/yJVm42/upload_nsLEUB-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/yJVm42/upload_nsLEUB-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/yJVm42/upload_nsLEUB-large.png","1 Nelson Boulevard","","","Thur-Fri 6pm-12am,   Sat 3pm-12am","","","",""
"trz33t","Morgantown","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Morgantown","West Virginia","26501","304-241-1976","39.62725","-79.961366","N","N","N","Y","micro","Micro Brewery","US","United States","USA","http://mountainstatebrewing.com/","","","","","54 Clay Street","","","Open daily 11am to 11pm","","","",""
"WBhrDK","Deep Creek Lake","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","McHenry","Maryland","21541","301-387-3360","39.564423","-79.380326","N","N","N","Y","micro","Micro Brewery","US","United States","USA","http://mountainstatebrewing.com/","","","","","6690 Sang Run Road","","","Mon-Thur 11-9pm  Fri-Sat 11-10pm, Sun 11-9pm","","","",""
"q5Fhh9","Mountain Sun Pub & Brewery","""Hippies, mountain bikers, and locals flock here for some of Boulder's best microbrews. The low-priced, healthy fare includes massive mixed-green salads, big burritos and even non-garden-variety burgers, like the Black and Blue burger, with blue cheese and blackened seasoning. The Junk burger is loaded with everything in the kitchen. Drink options include the coffee-alcohol Java Porter, or the XXX Pale Ale, a hoppy brew with flavor and bite.""","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Boulder","Colorado","80302","303-546-0886","40.0189979","-105.2752141","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.mountainsunpub.com/","1993","https://s3.amazonaws.com/brewerydbapi/brewery/fQwjb1/upload_RMU4U6-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/fQwjb1/upload_RMU4U6-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/fQwjb1/upload_RMU4U6-large.png","1535 Pearl Street","","1993","","","","",""
"csXmtt","Mountain Toad Brewing","Mountain Toad Brewing is a craft brewery in our beautiful town of Golden, Colo. We have a small taproom and large beer garden where our community can come and enjoy our freshly brewed beers.  Our beer line up includes four flagship beers and up to six seasonal or small batch beers on tap at any given time.","N","verified","Verified","2012-01-03 02:41:33","2014-08-20 12:10:48","Golden","Colorado","80401","(720) 638-3244","39.7580981","-105.2242523","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.mountaintoadbrewing.com/","2012","https://s3.amazonaws.com/brewerydbapi/brewery/4Cy1cG/upload_Ct8pyc-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/4Cy1cG/upload_Ct8pyc-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/4Cy1cG/upload_Ct8pyc-large.png","900 Washington Ave","","","Tue:  2:00pm - 10:00pm Wed:  2:00pm - 10:00pm Thu:  2:00pm - 10:00pm Fri:  12:00pm - 11:00pm Sat:  12:00pm - 11:00pm Sun:  12:00pm - 8:00pm  Tue - Thu: 2:00 pm - 10:00 pm  Fri - Sat: 12:00 pm - 11:00 pm  Sun: 12:00 pm - 8:00 pm","","","",""
"SOyVqa","Mountain Town Station Brew Pub","Mountain Town Station proudly serves central Michigan the highest quality hand crafted brews made from specially selected hops and organic grains. With seven distinctive beers available including seasonal specialty draughts, the brewery is an essential stop on the road to Mount Pleasant.     Stop in and try a sampler platter of six beers, one cool pint, or take one of our brews home in a half gallon growler or even a keg of your favorite flavor. Mountain Town Station, central Michigan's premiere brewery and steakhouse.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Mount Pleasant","Michigan","48858","989-775-7337","43.6044621","-84.781966","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://mountaintown.com/","","","","","506 W Broadway","","","","","","",""
"4ihK01","Mountaineer Brewing Company","Welcome to the Mountaineer Brewing Company, located in Martinsburg, West Virginia. We have been brewing quality beers for our local customers for several years, but now the secret is out and you will find our products growing in popularity throughout the region. Why? Because we know that good beer is about quality ingredients and exceptional taste. In a market dominated by global conglomerates, Mountaineer Brewing Company understands that success is really earned one customer at a time. We constantly strive to meet the changing demands of our consumers and deliver a wide range of high quality products that we can be proud of.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Martinsburg","West Virginia","25401","866-325-2337","39.475998","-77.955579","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","http://www.mountaineerbrewing.com/","","https://s3.amazonaws.com/brewerydbapi/brewery/jg49lA/upload_hzBMFe-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/jg49lA/upload_hzBMFe-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/jg49lA/upload_hzBMFe-large.png","480 Williamsport Pike","","","","","2011","",""
