"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","extendedAddress","locality","region","postalCode","phone","hoursOfOperation","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","numberCode","mailingListUrl","yearClosed","currentPage","numberOfPages","totalResults"
"4V6C7Y","Yellowhammer Brewery","Launched in late 2010 in downtown Huntsville, Yellowhammer Brewing seeks to bring Belgian and German tradition to Alabama. That means Euopean styles, but with a slight Southern interpretation.  Thanks to Free the Hops and the change in Alabama's formerly restrictive beer laws, creativity in brewing has come to Alabama.    At Yellowhammer, head brewer Keith Yager draws inspiration from both Belgian and German brewing traditions. An accomplished home brewer since 1995, Yager has designed numerous seasonal and specialty batches, from the Dark Hammer Belgian Quad to the UberAlt sticke ale. Other recurring ales are more experimental, blending styles, as with Tobacco Road, an imperial amber designed to complement a good cigar, or the occasional Lonesome Hop series, which spotlights the character of an individual hop. Yellowhammer is Yager's first commercial undertaking.    Yellowhammer Brewing opened on Oct. 16, 2010 with the best-selling Belgian white ale and the IPA. Other staples sold throughout the year include a German style altbier and the Miracle Worker, a potent Belgian tripel.","http://www.yellowhammerbrewery.com/","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/BI8mE7/upload_h0FCyk-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/BI8mE7/upload_h0FCyk-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/BI8mE7/upload_h0FCyk-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2406 Clinton Avenue","","West Huntsville","Alabama","35805","256-975-5950","","34.722525","-86.603703","Y","N","N","Y","micro","Micro Brewery","US","2010","United States","USA","","","","","",""
"VXOGKd","Yellowhead Brewery","","http://www.yellowheadbrewery.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","10229 105 St NW","","Edmonton","Alberta","T5J 3L5","780-423-3333","","53.543531","-113.501064","Y","N","N","Y","micro","Micro Brewery","KH","","Cambodia","KHM","116","","","","",""
"gop0Gz","Yellowstone Valley Brewing Co.","The Yellowstone Valley Brewery is located near the historic downtown district of Billings, Montana. All our ales are hand brewed under the watchful eye of Chief Brewer, George Moncure, brewed by Caleb Lausch and Ryan Koga, and served to you by all of us with Tap Room manager Donnie Veltri.    All our fermenting tanks are computer temperature controlled to keep the yeast happy! All brews are monitored for the correct carbonation content, and then immediately bottled to ensure the freshest, best tasting beer possible!","http://www.yellowstonevalleybrew.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/4AaNXK/upload_S7dQ4E-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/4AaNXK/upload_S7dQ4E-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/4AaNXK/upload_S7dQ4E-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2123B 1st Ave N","","Billings","Montana","59101","406-245-0918","","45.7860789","-108.4978757","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"rRSMZw","Production Facility","Yes Face Beer: Real Ale made in Georgia. Available in Cask or Keg    Gypsy brewer Mark Broe will be creating his British-style session ale in cask and keg form while looking for a place in Georgia to relocate his 8-barrel cask ale system.  Available from your distributors: Leon Farmer, Atlanta Beverage, and Eagle Rock.","","","N","https://s3.amazonaws.com/brewerydbapi/brewery/FJf4Vn/upload_ElYpdQ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/FJf4Vn/upload_ElYpdQ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/FJf4Vn/upload_ElYpdQ-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","111 Allium Court","","Griffin","Georgia","30223","(404) 213-3867","","33.3175312","-84.2424619","Y","N","N","Y","production","Production Facility","US","","United States","USA","","","","","",""
"kk8e8f","YesterYears Brewery","YesterYears Brewery makes Great Beer to make Great Friends while making Great Memories!!","http://www.yesteryearsbrewery.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/C4Ysr2/upload_gXy08e-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/C4Ysr2/upload_gXy08e-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/C4Ysr2/upload_gXy08e-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-29 12:40:43","","","Carrboro","North Carolina","27514","(919) 649-5101","","35.9722081","-79.0475559","N","Y","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"7r74U4","Yo-Ho Brewing Company","YO-HO BREWING COMPANY was established in 1996, as a subsidiary of Hoshino Resort CO., a Japanese leading resort management company. Its establishment was soon after the removal of the law, which prohibited the production of craft beer in Japan. Until then, Japanese people didn’t have “beer culture”. Almost all beers in Japan were “Lager beer” and people rarely knew about “Ale beer”. We started brewing “Ale” with an aim of letting Japanese people know rich and various tastes of Ale.","http://www.yonasato.com/","1996","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1119-1 Otai","","Saku city","Nagano","385-0009","0267-66-1047","","36.302185","138.488319","Y","N","N","Y","micro","Micro Brewery","JP","1996","Japan","JPN","392","","","","",""
"kApsdV","Yokohama Brewery","","http://www.yokohamabeer.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","","","","","","","","Y","N","N","Y","micro","Micro Brewery","JP","","Japan","JPN","392","","","","",""
"iFYhmb","Yonkers Brewing Co.","The Yonkers Brewing Co. is a family of beer lovers and business minded people who have created a great beer for a great city. We are committed to creating quality hand-crafted brew with character. We are dedicated to bringing styles to market that will thrill the senses - color, aroma, texture, flavor and even sound (yes, our beer talks to us).     Why Yonkers?    Yonkers is experiencing a rebirth; it is experiencing a renaissance of architecture, business, communities - a renaissance of renewal. The city has always been a hub of culture and innovation – from Otis Elevator to Bakelite to Ella Fitzgerld – a city rich in arts, entertainment, cuisine and libations. Yonkers is a hub to New York City and to the Hudson Valley. It offers top-notch shopping such a Ridge Hill, amazing gardens like Untemeyer Park, and not to mention some amazing restaurants like Zuppa, X20, Pinch at Empire City, Rory Dolan’s and more.     With a growing beer culture, an array of top notch restaurants and a rich history, Yonkers has all the components of a great beer city. Co-Founders John Rubbo and Nick Califano have planted the roots of the brewery here and are excited to be part of a long list of exciting things happening.","http://www.yonkersbrewing.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/rUJnPa/upload_OIqRzg-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/rUJnPa/upload_OIqRzg-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/rUJnPa/upload_OIqRzg-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","92 Main Street","","Yonkers","New York","10701","(914) 424-9918","","40.934346","-73.902895","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"J8XoQQ","York Brewery","Established in 1996 within the historic city walls, York Brewery is both a working brewery and a major tourist attraction providing customers locally and around the country with the first traditionally brewed ales from within the walls of York for over 40 years.","http://www.york-brewery.co.uk","1996","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","12 Toft Green","","York","","YO1 6JT","01904 621162","","53.9570735","-1.0905236","Y","N","N","Y","micro","Micro Brewery","GB","1996","United Kingdom","GBR","826","","","","",""
"vSGcZr","Yorkholo Brewing Co.","","http://www.yorkholobrewing.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","19 N Main St","","Mansfield","Pennsylvania","16933","570-662-0241","Mon - Thurs: 11:00 am - 11:00 pm  Fri - Sat: 11:00 am - 2:00 am  Sun: 10:00 am - 9:00 pm","41.8076579","-77.0783015","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"DRj7FF","Yorkshire Dales Brewing Company","• Brewing a vast selection of contemporary real ales  • Stouts,Smoked Porters, Dunkels, Bocks, Pilsners 3 specials every month  • Bottled conditioned ales, brewed by us, bottled by us","http://www.yorkshiredalesbrewery.com/","2005","N","https://s3.amazonaws.com/brewerydbapi/brewery/aVMK0I/upload_jrkeO0-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/aVMK0I/upload_jrkeO0-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/aVMK0I/upload_jrkeO0-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Seata Barn","","Askrigg","North Yorkshire","","01969 622027","","54.31617","-2.07844","Y","N","N","N","micro","Micro Brewery","GB","2005","United Kingdom","GBR","826","","","","",""
"MUYgmw","Yorkshire Heart","The brewery was established in March 2011. The brew house is situated on site with the vineyard and winery.","http://yorkshireheart.com/","2011","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Pool Lane,","","Nun Monkton","York","YO26 8EL","01423 330716","","54.013863","-1.226763","Y","N","N","Y","micro","Micro Brewery","GB","2011","United Kingdom","GBR","826","","","","",""
"yoHUwN","Young Henrys Brewing Company","Young Henrys is situated in the heart of thriving Newtown surrounded by street art, creative industries and alternative culture. The state of the art, natural gas driven DME brewery produces ales, lagers and ciders of extraordinary quality. Along with the best quality ingredients sourced from Australia and around the world, the true source of flavour is experience, passion and the daring to do something a little different.","http://www.younghenrys.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/jYBtXz/upload_hVjhMb-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/jYBtXz/upload_hVjhMb-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/jYBtXz/upload_hVjhMb-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","76 Wilford St","","Newtown","New South Wales","2042","+61 2 9519 0048","Mon - Fri:	8:00 am - 5:00 pm  Sat:	9:00 am - 12:00 pm","-33.898525","151.174805","Y","N","N","Y","micro","Micro Brewery","AU","2012","Australia","AUS","36","","","","",""
"DyARul","Young Master Ales","Young Master Ales was born out of a desire to brew distinctive, world-class, extremely fresh beers locally for Hong Kong. With this project, our goal is to revive craft brewing in Hong Kong and bring the local drinking experience up a notch.     Our beers are brewed fresh with the highest quality ingredients. We will constantly innovate and bring new styles to showcase the diversity in beer. In doing that, we will push the envelope and possibly even make you rethink your perceptions of beer. We insist on preserving everything that’s good and natural about freshly brewed beer. To this end, we do not filter, pasteurize, or add artificial stabilizers or chemicals to our products simply to extend their shelf-life. We also use naturally produced carbon dioxide during fermentation and do not artificially carbonate. Our beer will be the freshest you can find in Hong Kong with the shortest distance traveled from grain to your glass.","http://www.youngmasterales.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/bqN9qc/upload_5ZOwQK-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/bqN9qc/upload_5ZOwQK-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/bqN9qc/upload_5ZOwQK-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Oceanic Industrial Centre, 2 Lee Lok Street","Unit 407-9","Ap Lei Chau","Hong Kong","","","","22.237243","114.1536428","Y","N","N","Y","micro","Micro Brewery","CN","","China","CHN","156","","","","",""
"w1ZO51","Young Veterans Brewing Co.","","http://youngveteransbrewco.com","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/SwbfYZ/upload_M4N7EI-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/SwbfYZ/upload_M4N7EI-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/SwbfYZ/upload_M4N7EI-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-25 20:10:39","2505 Horse Pasture Rd.","","Virginia Beach","Virginia","23453","","","36.786356","-76.055477","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"XlzQjI","Youngs & Company Brewery","","http://www.youngs.co.uk/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","26 Osiers Road","","London","","SW18 1NH","020 8875 7000","","51.4611027","-0.1965826","Y","N","N","Y","micro","Micro Brewery","GB","","United Kingdom","GBR","826","","","","",""
"S5AjY7","Yria","","http://www.cervezasyria.es/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Cardenal Reig, 31","","","Ocaña","","","","39.2167","-0.45","Y","N","N","Y","micro","Micro Brewery","ES","","Spain","ESP","724","","","","",""
"catP9J","Yukon Brewing","Yukon Brewing opened its doors in 1997 under the name Chilkoot Brewing Co. Ltd. Owners Alan and Bob conceived their idea like many Yukon babies – around a campfire on a canoe trip. Both Ontario natives, they’ve lived and worked in the Territory for a good deal of their adult lives.    From that inaugural conversation grew plans for a craft brewery that would service the north with quality beer while keeping jobs and money in the territory.    Over a decade later Yukon Brewing, as it is called today, continues to work towards that goal. Employing a dozen or so staff (more in the busy summer months), Yukon Brewing actively supports countless Yukon events and causes each year.    Bob and Alan continue as owners and chief operators, growing the company outside the Yukon. The breweries 8 packaged beers are available across Alberta and BC with some even finding their way as far east as Quebec and at the Hannover Zoo in Germany.","http://yukonbeer.com/","1997","N","https://s3.amazonaws.com/brewerydbapi/brewery/UYYqri/upload_eOaWNR-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/UYYqri/upload_eOaWNR-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/UYYqri/upload_eOaWNR-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","102 Copper Road","","Whitehorse","Yukon","Y1A 2Z6","867-668-4183","OPEN 7 DAYS A WEEK  11am to 6pm  Tours Everyday at 12, 2 & 4  Call ahead to reserve your spot!","60.737891","-135.079566","Y","N","N","Y","micro","Micro Brewery","CA","","Canada","CAN","124","","","","",""
"A5iEsj","Yuksom Breweries","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","Malli","Sikkim","","91 03595-70205","","27.592751","88.488792","Y","N","N","Y","micro","Micro Brewery","IN","","India","IND","356","","","","",""
"mPR32A","Z's Barrel House","","http://www.zsbarrelhouse.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","39 Erlwein Ct","","Massapequa","New York","11758","516-477-7089","","40.669049","-73.42359","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"GOh8Oi","Žatec Brewery","Dear visitor,  Zatec is an area which has become famous for its hops. The first hops were grown in 1004 and the brewing followed shortly. The combination of the dark red soil, rich in ferrous oxide (which retains water) and climate allows the region to produce the award winning crop.  The Zatec brewery - built in 1801 - is situated inside the Zatec castle walls, overlooking the town and hop fields.  The brewery suffered for lack of investment during the Communist years until by 2000 the brew was hardly available even locally, much to the detriment of the Zatec economy. In year 2001 Rolf Munding purchased the brewery from a local business man and began a program of investment which has rejuvenated the brewery and improved the prospects for the beer, brewery and the people of Zatec, both as beer drinkers and brewers.  Tomas Lejsek, one of Czech Republic’s leading and most innovative brew masters has masterminded the changes, bringing together new technology, old brewing processes and pure ingredients.","http://www.zatec-brewery.com/","1801","N","https://s3.amazonaws.com/brewerydbapi/brewery/ABR6Y1/upload_bl1fXS-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ABR6Y1/upload_bl1fXS-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ABR6Y1/upload_bl1fXS-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Žatecký pivovar, spol. s r.o., Žižkovo náměstí 81,","","","Žatec","438 01","+420 415 710 783","","50.313918","13.534263","Y","N","N","Y","micro","Micro Brewery","CZ","","Czech Republic","CZE","203","","","","",""
"wOEbD8","Zauber Brewing Company","Zauber Brewing Co is a new start up MicroBrewery in Columbus, OH. How awesome is that?!?    Having Fun, Brewing World Class Beers, Making our passion & talent manifest into creating a great atmosphere for people to come and rediscover beer culture as if for the first time.","http://www.zbeers.com/","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/lD0Vgm/upload_fOUMHS-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/lD0Vgm/upload_fOUMHS-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/lD0Vgm/upload_fOUMHS-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1300 Norton Ave","","Columbus","Ohio","43212","614-754-8389","","39.985589","-83.03199","Y","N","N","Y","micro","Micro Brewery","US","2010","United States","USA","","","","","",""
"Oj9rBb","Zea Rotisserie and Brewery","","http://www.zearestaurants.com","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1525 St. Charles Avenue","","New Orleans","Louisiana","70130","","","29.9385944","-90.0761052","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"nFCNFR","Zekes Brewing","","http://www.zekesbrew.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/hqVqZY/upload_3hNrU1-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/hqVqZY/upload_3hNrU1-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/hqVqZY/upload_3hNrU1-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","333 North Falkenburg Road","Suite D-408","Tampa","Florida","33619","(813) 410-5438","Call before visiting hours are not set currently","27.954889","-82.332941","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"12sfL2","ZEOS Brewing Company","Zeos Brewing Company S.A is nestled in the heartland of the historic Peloponnesian Peninsula of Greece. The brewery is surrounded by beautiful orange groves and olive plantations as well as the ancient fortresses of Argos and Nafplio.    We brew premium, and not to be surpassed, five star quality beers to reflect the proud spirit of Greek people at home and world wide. As a result our ZEOS pilsner, BLACK MAK black weiss and MAK lager (aka MAKEDONIKI SYNTAGHY or BLUE MAK) beers are quickly becoming known as Greek National Beers.","http://www.greekbeer.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/QZtzPg/upload_7I8VY7-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/QZtzPg/upload_7I8VY7-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/QZtzPg/upload_7I8VY7-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1 Klm Inahos","","Argos Argolida","","21200","+30.275.103.1400","","37.641648","22.718781","Y","N","N","Y","micro","Micro Brewery","GR","","Greece","GRC","300","","","","",""
"1EKOfc","Zephyr Brewing Co - RiNo","Brewery in development.  From an article on denveroffthewagon.com, ""Zephyr comes from the passenger train that ran out of Denver for 35 years. Our location in RiNo is very near the train tracks that still exist and Union Station. The Denver Zephyr minor league baseball team was also named after the train and played in Denver under that name for eight years.","http://www.zephyrbrewingco.com","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/djyiuL/upload_jJuXoI-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/djyiuL/upload_jJuXoI-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/djyiuL/upload_jJuXoI-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2601 Walnut St","","Denver","Colorado","80205","720-295-9374","","39.759641","-104.986205","Y","Y","N","N","micro","Micro Brewery","US","","United States","USA","","","","","",""
"dMbTUT","Zero Gravity Craft Brewery","We work daily toward the apex of artisanal flatbread and hand-crafted beer.","http://www.americanflatbread.com/restaurants/burlington-vt/","1985","N","https://s3.amazonaws.com/brewerydbapi/brewery/VEY3Xa/upload_7fWmOm-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/VEY3Xa/upload_7fWmOm-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/VEY3Xa/upload_7fWmOm-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","115 St. Paul St.","","Burlington","Vermont","05401","802-861-2999","","44.476553","-73.214154","Y","N","N","Y","brewpub","Brewpub","US","1985","United States","USA","","","","","",""
"1huIVU","Zeta Brewing Company","House brewed beer and a menu featuring made to order burgers, flats, and pizzas. HD Flat screens surround the bar with an open air patio.","http://zetabrewing.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/FDSQ5n/upload_VbxFy2-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/FDSQ5n/upload_VbxFy2-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/FDSQ5n/upload_VbxFy2-large.png","deleted","Deleted","2012-01-03 02:41:33","2014-10-06 19:18:15","131 1st Ave N","","Jacksonville Beach","FL","32250","","","30.290517","-81.390856","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","","","",""
"sf4ixn","","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-10-06 19:17:53","131 1st Ave N","","Jacksonville Beach","Florida","32250","","Mon:  11:00am - 12:00am Tue:  11:00am - 12:00am Wed:  11:00am - 12:00am Thu:  11:00am - 2:00am Fri:  11:00am - 2:00am Sat:  10:00am - 2:00am Sun:  10:00am - 12:00am  ","30.290517","-81.390856","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","","","",""
"21i4nx","Zeugenbräu","","","2011","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Schlehenstieg 17","","Ahrensburg","Schlewsig-Holstein","D-22926","","","53.675484","10.209789","N","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","276","","","","",""
"t04KIj","Zierholz","Zierholz Premium Brewery is dedicated to creating the freshest, most flavoursome beer you've ever tasted. Their beer is hand crafted in Canberra using traditional brewing techniques to enhance its distinctive fresh taste. Each brew is nurtured with care and attention to create a satisfying balance of aroma and flavour. Because it's locally made, it's as fresh as you can get. Call ahead to book a tour of the brewery. Visit Zierholz At The Brewery right next door for beer and food tasting menus.","http://zierholz-uc.com.au","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/k9AGqK/upload_nypVKc-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/k9AGqK/upload_nypVKc-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/k9AGqK/upload_nypVKc-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1 Kirinari St","Building1","Canberra","Australian Capital Territory","2617","+61 2 6206 3900","Mon - Tue: 11:30 am - 5:30 pm  Thu: 11:30 am - 9:00 pm  Fri: 11:30 am - 11:45 pm  Sat: 1:00 pm - 6:00 pm","-35.2379789","149.0846755","Y","N","N","Y","micro","Micro Brewery","AU","2012","Australia","AUS","36","","","","",""
"Uxbi4l","Zio Carlo Magnolia Brewpub","We're a small, local brewpub working to get our brewhouse up and running. In the meantime enjoy the finest craft beer available in Texas and beyond. To make it even better, we have a stone pizza oven and will throw a gourmet pizza your way for the total craft beer experience!","http://www.gr8ale.com/","2010","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1001 Magnolia Ave","","Fort Worth","Texas","76104","(817) 923-8000","Mon - Fri: 11:30 am - 12:00 am  Sat: 11:30 am - 1:00 am  Sun: 10:30 am - 12:00 am","32.730385","-97.335319","Y","N","N","Y","brewpub","Brewpub","US","2010","United States","USA","","","","","",""
"FgKHdu","Zion Canyon Brewing Co","","http://zioncanyonbrewingcompany.com","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2400 Zion Park Blvd","PO Box 420","Springdale","Utah","84767","435-772-0404","","37.167791","-113.013774","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"bYim62","Zipline Brewing Co.","Proudly headquartered in Lincoln, Nebraska, Zipline Brewing Company was borne out of our passion for locally produced craft beer. Visit this page and our website at www.ziplinebrewing.com to learn more about our company and the beers we produce. You can also follow us on Twitter and Untappd. Cheers!","http://www.ziplinebrewing.com/index.php","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/8Tl3Za/upload_ZqOxat-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/8Tl3Za/upload_ZqOxat-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/8Tl3Za/upload_ZqOxat-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2100 Magnum Circle","Ste 1","Lincoln","Nebraska","68522","(402) 475-1001","Friday: 4-7pm  Saturday: 1-7pm","40.8114629","-96.751627","Y","N","N","Y","micro","Micro Brewery","US","2012","United States","USA","","","","","",""
"nnJJi8","Zuckfoltzfus Brewing Company","","http://zuckfoltzfus.blogspot.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/8DIUrT/upload_uFYDo3-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/8DIUrT/upload_uFYDo3-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/8DIUrT/upload_uFYDo3-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","12 S Market St","","Mount Joy","Pennsylvania","17552","","Wednesday, Thursday, Friday 5-9  Saturday 12-9  Sunday 12-4","40.109367","-76.503691","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","","","",""
"qeYTCJ","Zum Schwanen","","http://schwanen-es.com/","1987","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Fahrstrasse 67","","Babenhausen","Hesse","64832","","","49.964468","8.950948","Y","N","N","Y","brewpub","Brewpub","DE","","Germany","DEU","276","","","","",""
"Eh15QH","ZümBier","ZümBier Company will promote, and brew 'The Beer.' We aim to be the newest beer company in Waukegan, IL since Besleys/Waukegan Brewing quit in 1916. Craft beer today is more than an adult beverage, It's an experience! Say 'Zoom Beer'","http://www.zumbier.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/NvmB3G/upload_OO7r2c-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/NvmB3G/upload_OO7r2c-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/NvmB3G/upload_OO7r2c-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3232 Monroe Ave.","","Waukegan","Illinois","60085","847-420-7313","","42.363674","-87.8805919","Y","N","N","Y","micro","Micro Brewery","US","2013","United States","USA","","","","","",""
"42i7K9","Zur Alten Fassfabrik","","","2009","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Carl-Kossow-Straße 35-37","","Marlow","Mecklenburg-Vorpommern","D-18337","","","54.150387","12.570028","N","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","276","","","","",""
"wMYzPx","ZwanzigZ Pizza & Brewing","ZwanzigZ Brewing is a two and a half year old addition to our independently owned pizzeria that opened in 2002. Located 40 minutes South of Indianapolis in Columbus Indiana. Follow I65 to exit 68 and head 5 minutes to just North of downtown. Nestled in a residential neighborhood, we'll make you feel like home with our fresh made deck oven pizzas, calzones, sandwiches and salads. Enjoy one of our 16 beers on tap including 4 Bourbon Barrel aged beers. In our family dining room, also enjoy any of our four craft sodas.","http://zwanzigz.com/","2002","N","https://s3.amazonaws.com/brewerydbapi/brewery/296YGQ/upload_OxRDjq-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/296YGQ/upload_OxRDjq-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/296YGQ/upload_OxRDjq-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1038 Lafayette Avenue","","Columbus","Indiana","47201","(812) 376-0200","","39.208824","-85.918753","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
