"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","hoursOfOperation","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","numberCode","extendedAddress","yearClosed","mailingListUrl"
"9vSKac","Pleasant Valley Brewing","","http://www.facebook.com/pages/Pleasant-Valley-Brewing","","N","https://s3.amazonaws.com/brewerydbapi/brewery/0RuI2h/upload_zuOZ0Z-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/0RuI2h/upload_zuOZ0Z-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/0RuI2h/upload_zuOZ0Z-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","16 Main St.","Saxtons River","Vermont","05154","802-869-4602","","43.139004","-72.504951","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"mFB8k3","Pleasanton Main Street Brewery","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","830 Main Street","Pleasanton","California","94566","1-925-462-8218","","37.6644953","-121.8739576","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"84EPbp","Pleasure House Brewing","In the 17th and 18th centuries, pubs were just as important for social as for practical reasons. People met in pubs to share stories, news, ideas, and company over their pints. Today’s craft brewing industry is increasingly local, providing a chance to renew the community gathering role that pubs played in our past.     To that end, we are using local talent in every aspect of our business, from spent grain to art to tap handles to logo and t-shirt design; we will also make every effort to promote other local breweries and businesses.    We will focus on producing small batches of technically-great, full-flavored ales that infuse pleasurable twists into classic styles… and sometimes blow style guidelines out of the water. It is also our intention to serve 4-5 categories of beer (I/IPA, Hoppy, Belgian, Malty, and Seasonal taps) but to continually rotate the specific beers served in each category so that we provide a new drinking pleasure on almost every visit.    At Pleasure House Brewing, we thrive on the idea of staying connected to the people who drink our beer!","http://www.pleasurehousebrewing.com","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/tciJOF/upload_IbPhW0-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/tciJOF/upload_IbPhW0-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/tciJOF/upload_IbPhW0-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3025 Shore Drive","Virginia Beach","Virginia","23451","(757) 647-8597","Thu: 4:00 pm - 9:00 pm  Fri: 4:00 pm - 10:00 pm  Sat: 12:00 pm - 10:00 pm  Sun: 12:00 pm - 8:00 pm","36.909833","-76.078121","Y","N","N","Y","micro","Micro Brewery","US","2014","United States","USA","","","",""
"EQYWiA","Plockton","","http://www.theplocktonbrewery.com/","2007","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Bank Street","Plockton","","IV52 8TP","","","57.3364263","-5.6528875","Y","N","N","Y","micro","Micro Brewery","GB","","United Kingdom","GBR","826","","",""
"jiRnq6","Ploughshare Brewing Co.","The brewery identity authentically reflects Nebraska history… homestead ideals of hard work, self-sufficiency, simple pleasures and wholesome refreshment. We are currently in final phases of fund raising.","http://ploughsharebrewing.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/juNJvO/upload_Lif9qS-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/juNJvO/upload_Lif9qS-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/juNJvO/upload_Lif9qS-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1630 P St.","Lincoln","Nebraska","68508","","Mon - Sun: 4:00 pm - 12:00 am","40.815067","-96.697235","Y","N","N","Y","micro","Micro Brewery","US","2011","United States","USA","","","",""
"OYtwtU","Plzeňský Prazdroj","","http://www.pilsner-urquell.cz/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/7hKwwf/upload_npHDCN-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/7hKwwf/upload_npHDCN-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/7hKwwf/upload_npHDCN-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","U Prazdroje 7","Plze","","","420-019/706-1111","","49.7466261","13.386083","Y","N","N","Y","micro","Micro Brewery","CZ","","Czech Republic","CZE","203","","",""
"0scl2v","Plzesk Prazdroj Pivovar Radegast","","http://www.radegast.cz/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","CZ-739 51 Nošovice","Nošovice","","","420-558-602-175","","49.803795","15.475265","Y","N","N","Y","micro","Micro Brewery","CZ","","Czech Republic","CZE","203","","",""
"1giTT1","Point Blank Brewing Company","Opened in the fall of 2012, Point Blank Brewing Company is an independently owned restaurant and microbrewery located in the historic downtown area of Corydon, Indiana.","http://www.pointblankbrewing.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/412VWy/upload_FpwXvK-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/412VWy/upload_FpwXvK-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/412VWy/upload_FpwXvK-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","105 E. Beaver Street","Corydon","Indiana","47112","(812) 225-5141","","38.2110157","-86.1262867","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"dCLZCM","Pokka Beer Works","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Nagoya","Chubu","","","","35.14986","136.926224","Y","N","N","Y","micro","Micro Brewery","JP","","Japan","JPN","392","","",""
"Fihviq","Pokro Brewing Company, Inc.","Pokro Brewing Company, Inc., is a microbrewery opening in 2014 in Griffith, IN.","","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/xJin5h/upload_ePUfFr-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/xJin5h/upload_ePUfFr-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/xJin5h/upload_ePUfFr-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-05 12:16:46","311 N Broad St","Griffith","Indiana","46319","","","41.526832","-87.427299","Y","Y","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"YR13tk","Pollyanna Brewing Company","""Pollyanna"" is defined as irrepressibly optimistic. It reflects the idea of finding something to be glad about in every situation.    Opening a production brewery and taproom is a time consuming and calculated process that certainly requires plenty of optimism. We want to share with you our beer, our passion, and the optimistic approach that has led us to this point.    We're excited to build new memories and experiences as well as enrich our local community by always keeping the glass half-full. We're opening soon, so hang tight!","www.pollyannabrewing.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/9cqNKc/upload_9SXL10-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/9cqNKc/upload_9SXL10-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/9cqNKc/upload_9SXL10-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-06 19:35:50","431 Talcott Ave","Lemont","IL","60439","630-914-5834","Mon:  3:00pm - 10:00pm Wed:  3:00pm - 10:00pm Thu:  3:00pm - 10:00pm Fri:  3:00pm - 11:00pm Sat:  11:00am - 11:00pm Sun:  11:00am - 7:00pm  Closed on Tuesday.","41.6755798","-87.9975948","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"JwdWqW","Pomeroy’s Historic Brewery Inn","","http://www.pomeroysonkilmore.co.nz/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","292 Kilmore St","","Christchurch","","+64 3-365 1523","Tue - Thu: 3:00 pm - 11:00 pm  Fri - Sun: 12:00 pm - 11:00 pm","-43.5267374","172.6498423","Y","N","N","Y","micro","Micro Brewery","NZ","","New Zealand","NZL","554","","",""
"NlWGl9","Ponter Hausbrauerei","","http://www.ponter-hausbrauerei.de/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Brückenstraße 36","Merzig-Besseringen","Saarland","66663","","","49.442032","6.636511","N","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","276","","",""
"FW4NLn","Pony Express Brewing","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Olathe","Kansas","","","","38.88353","-94.818874","Y","N","Y","N","micro","Micro Brewery","US","","United States","USA","","","",""
"qooNUQ","Ponysaurus Brewing","Ponysaurus is a new brewery based in Durham, North Carolina, focused on perfecting balanced styles and finding ways to make beers you’ve always imagined.    Yes, our logo is a mix between a mean-looking Tyrannosaurus Rex and a stately-looking Equus Ferus Caballus. What’s better than a pony, and what’s better than a dinosaur? Both.     We look at beer with a kind of childlike wonder. Beer is alchemy, the holiest magic. And even though we take what we do very seriously, we never want to forget how magical it is. The name constantly reminds us of that.    When you glance at our label, it looks classic and refined. Then you take a second look and you realize it's a horse with tiny T-Rex arms.    We wanted the name to have the same effect as the beer. To make you look—and taste—twice.    Also, it's pretty damn unforgettable.    Oh yeah. That guy up there grinnin' like a shot fox? That's Keil Jansen, our Brewmaster. He's alright.","http://ponysaurusbrewing.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/ge5JEA/upload_4jbakW-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ge5JEA/upload_4jbakW-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ge5JEA/upload_4jbakW-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1101 West Chapel Hill Street","Durham","North Carolina","27701","","","35.996597","-78.915869","Y","Y","N","N","nano","Nano Brewery","US","2013","United States","USA","","","",""
"7tyVJi","Populuxe Brewing","Populuxe Brewing is a nano-brewery (1.5bbl) open in the Ballard neighborhood of Seattle.","http://www.populuxebrewing.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/bMnG0k/upload_iFkDJ7-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/bMnG0k/upload_iFkDJ7-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/bMnG0k/upload_iFkDJ7-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","826 b NW 49th Street","Seattle","Washington","98107","206.706.3400","Thu - Fri: 4:30 pm - 9:00 pm  Sat: 2:00 pm - 9:00 pm","47.664584","-122.367748","Y","N","N","Y","nano","Nano Brewery","US","2013","United States","USA","","","",""
"rpnBVE","Port 44","The beer giants of New Jersey’s past have paved the way for our alehouse to revolutionize the current beer scene in Newark. Proudly serving up craft beer straight from the fermenting tank, we are  Newark’s first brewpub, and one of only 12 in the state. At Port 44, the featured line up of home-brewed libations, mouth-watering American bistro cuisine, and our two-story bar, restaurant and brewpub provide a casual and relaxing place to kick back with friends and family.","http://port44brewpub.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","44 Commerce St","Newark","New Jersey","07102","973-642-4330","","40.7364418","-74.1692759","Y","N","Y","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"U9Vzef","Port Aransas Brewing Co","There are eight brewing tanks, each with a different beer. The most popular so far have been the Pilsner and Hefeweizen. They also serve the popular English beer, Shandy, which is half Pilsner and half lemonade. They even have a real beer float which is topped with a scoop of vanilla ice cream. There is an extensive selection of imported and domestic bottled beers.    Their Gourm ""A"" Pizza crust is made the old traditional way by hand stretching the dough. Dough is made fresh daily. In fact, that was what June was doing in the kitchen when we got there. I had their delicious burger served with regular or sweet potato fries and Dale and Jan shared a pizza. What makes their pizza unique is that it has no sauce. According to June ""Sauce can over power the pizza, the true flavor is in the dough and the 100% whole milk Wisconsin cheese. The Gardinara pizza is fresh cut vegetables marinated in oils and spices with a bed of provolone cheese. We made pizza every day for three weeks and found provolone to be the tastiest cheese for the Gardinara pizza.” Pepperoni or sweet Italian sausage can be added as well as a variety of veggies. Mozzarella and cheddar cheese are used on other pizzas.    On the menu they also have hot dogs, chicken wings, and sandwiches including the kid popular grilled cheese sandwich. Fried shrimp and onion rings are battered with their own craft beers.","http://www.portabrewing.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","429 N Alister St","Port Aransas","Texas","78373","361-749-2739","","27.8361852","-97.0611036","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"6TEno6","Port Brewing Company","Opened in 2006, Port Brewing (and it's Lost Abbey Brand) continue to produce an extensive line-up of continental and American- inspired ales and lagers. Under the direction of visionary brewmaster and co-founder Tomme Arthur, the brewery has garnered dozens of awards in its seven-year history including the 2007 Great American Beer Festival Small Brewery of the Year, The 2008 world Beer Cup Champion Small Brewery and the 2013 Champion Brewery at the San Diego International Beer Festival. The company’s beers, many of which are aged in oak barrels for 12 months or longer, are universally recognized for their complexity, unique flavors and bold boundary-pushing styles.","http://www.portbrewing.com/","2006","N","https://s3.amazonaws.com/brewerydbapi/brewery/ayEBYP/upload_rTa3x7-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ayEBYP/upload_rTa3x7-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ayEBYP/upload_rTa3x7-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-13 14:47:15","155 Mata Way Suite 104","San Marcos","California","92069","760-891-0272","","33.1416273","-117.1492671","Y","N","N","Y","micro","Micro Brewery","US","2006","United States","USA","","","","http://lostabbey.us2.list-manage1.com/subscribe/post?u=5d5412f40cbc769a9bf64b71c&id=061e354f48"
