"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","numberCode","hoursOfOperation","extendedAddress","mailingListUrl","yearClosed"
"0HeNka","Fathom & League Hop Yard Brewery","Fathom & League Hop Yard Brewery is dedicated to the first brewers in the Pacific Northwest.  On May 5, 1792, the intrepid crew of the HMS Discovery rowed ashore about 5 miles from our brewery.  They brewed a spruce tip beer and enjoyed a day off from their exploration of the Strait of Juan de Fuca and Salish Sea.  We are proud to carry on the tradition of brewing beer in this remarkable corner of the world. Cheers!","http://www.fathomandleaguebrewery.com/","2009","N","https://s3.amazonaws.com/brewerydbapi/brewery/OgIQLx/upload_Bxeux5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/OgIQLx/upload_Bxeux5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/OgIQLx/upload_Bxeux5-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","360 Grandview Dr","Sequim","Washington","98382","360-286-0278","48.102948","-123.156891","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"cbNBu1","Fauerbach Brewing Company","","http://www.fauerbachbrewery.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1714 Camus Lane","Madison","Wisconsin","53705","","43.0844293","-89.476103","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"Ev603S","Faulkner Brewing Co","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","12503 Daniel's Gate Dr","Castle Rock","Colorado","80108","","39.48881","-104.921759","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"rEooCt","Faultline Brewing #2","(No longer brewing)","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Walnut Creek","California","94596","1-925-938-2739","37.90118","-122.061628","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"yPEdjK","Sunnyvale","FBC opened its doors in December of 1994 and has been supplying the Silicon Valley with spectacular hand-crafted beers and delicious cuisine ever since.","http://www.faultlinebrewing.com/","1994","N","https://s3.amazonaws.com/brewerydbapi/brewery/HpCaNH/upload_kKK2rY-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/HpCaNH/upload_kKK2rY-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/HpCaNH/upload_kKK2rY-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1235 Oakmead Parkway","Sunnyvale","California","94085","408-736-2739","37.3876601","-121.9925094","Y","N","N","N","micro","Micro Brewery","US","1994","United States","USA","","Mon - Fri: 11:00 am - 10:30 pm  Sat:	5:00 pm 10:00 pm","","",""
"jTeqvA","Faust Brewing Company","The Faust Brewing Company features an array of house brews, including Faust Golden Ale, Altered States German Altbier and Mike Crowe IPA and Walter's Ghostly Pale Ale, as well as a variety of seasonal favorites. Leading the production is Ray Mitteldorf, a professional brew master with 17 years experience. For a complete experience, the pub features a tapas-style menu, created by Chef Chris Kilisz....See More","http://www.faustbrewing.co/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/PRWhwP/upload_BwaXTs-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/PRWhwP/upload_BwaXTs-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/PRWhwP/upload_BwaXTs-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","240 South Seguin Avenue","New Braunfels","Texas","78130","(830) 625-7791","29.7016112","-98.1228201","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","Mon - Thu: 4:00 pm - 12:00 am  Fri: 12:00 pm - 12:00 am  Sat: 12:00 pm - 1:00 am  Sun: 12:00 pm - 12:00 am","","",""
"TYXcMK","Fearless Brewing Co","","http://www.fearless1.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/dJk2ep/upload_cvqctY-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/dJk2ep/upload_cvqctY-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/dJk2ep/upload_cvqctY-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","326 S Broadway St","Estacada","Oregon","97023","503-630-2337","45.2874189","-122.3350397","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","PO Box 1883","",""
"5sGQVl","Feather Falls Casino Brewing Co","In December 2010, Mooretown Rancheria unveiled this elegant addition to the area’s original gaming facility.  The décor features rich woods, plush fabrics and copper accents throughout the airy dining room.       Visitors are taken with the view of gleaming brew tanks behind the bar, and the frequent sight of Brewmaster Roland Allen measuring ingredients and testing batches.  With seven craft beers and a rotating menu of seasonals, beer connoisseurs can always find a new taste on tap.    The 350-seat full service restaurant’s $1 million kitchen includes the only fresh sushi bar in the area.  Hand-crafted pizza with beer-infused crust is also available.  Diners enjoy an outdoor seating area with a custom shade lattice.  Food service extends to the balcony level, which boasts large leather chairs and a private bar.  Three luxury VIP suites are available to rent for group functions or private parties.    Entertainment is a major focus of the brewery, as well.   With a host of video poker machines and big-screen TVs, guests find plenty of activity to accompany the excellent food and drinks.  The dining room turns into a showroom at night, complete with live music on an elevated stage.  The state-of-the-art sound and light system enhance the concert experience.    Feather Falls Casino Brewing Company serves food and beverages 7 days a week, so make a point to visit the next time you’re in Northern California!","http://www.featherfallscasino.com/","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/FdSqoG/upload_WEMEQi-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/FdSqoG/upload_WEMEQi-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/FdSqoG/upload_WEMEQi-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3 Alverda Dr","Oroville","California","95966","530-534-4059","39.4665999","-121.5164066","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","","",""
"iBzEfC","Feather River Brewing Co","Brewed and bottled in the rugged foothills of the Sierra Nevada Mountains of Northern California by Masterbrewer Roger Preecs.    We use our own brewing style which produces a smooth, clean, less-bitter beer than the English Style ales produced by most California micro-breweries. We feel our beer, made with fresh ingredients and mountain waters, appeals to more consumers who enjoy this surprisingly smooth, yet rich, full bodied ale.","http://www.featherriverbrewing.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","14665 Forest Ridge Rd","Magalia","California","95954","530-873-0734","39.841744","-121.578419","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","PO Box 443","",""
"IC632R","Federal Brewing","Serving the finest ales in pints at the tasting room, as well as in growlers and grumblers to go.","http://federalbrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/3kZwor/upload_oYpNB6-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/3kZwor/upload_oYpNB6-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/3kZwor/upload_oYpNB6-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1822 Chico Ave","South El Monte","California","91733","(626) 840-9600","34.049826","-118.059662","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","Mon: 3:00 pm - 7:00 pm  Thu: 3:00 pm - 7:00 pm  Fri - Sat: 3:00 pm - 10:00 pm  Sun: 3:00 pm - 7:00 pm","","",""
"aixRsl","Kennebunkport Brewing Company","Often referred to as the most picturesque pub on the waterfront, Federal Jack's Restaurant and Brew Pub is well-known for its spectacular views, creative pub fare, and award-winning hand-crafted ales.     Jack's, as it's known by the locals, offers a brew with a view overlooking the Kennebunk River. This award-winning restaurant and brewery was built on the site where, in their heyday, Kennebunk's historic 19th century shipyards built schooners known throughout the world for their grace and speed. Federal Jack's was named for one of the most famous ships built on this site in 1908 - the Federal Jack.","http://federaljacks.com/","1992","N","https://s3.amazonaws.com/brewerydbapi/brewery/kBJfOD/upload_K7QwYx-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/kBJfOD/upload_K7QwYx-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/kBJfOD/upload_K7QwYx-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","8 Western Avenue","Kennebunk","Maine","04043","207-967-4322","43.3603638","-70.4795243","Y","N","N","N","brewpub","Brewpub","US","1992","United States","USA","","","","",""
"KVi2od","Federation Brewery","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Lancaster Road","Gateshead","Tyne and Wear","","44-(0191)-4609023","54.955191","-1.657446","Y","N","N","Y","micro","Micro Brewery","GB","","United Kingdom","GBR","826","","","",""
"UzHJrw","Feldschlößchen Brauerei AG","","","1838","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Cunnersdorfer Straße 25","Dresden","Sachsen","D-01189","","51.016308","13.706348","N","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","276","","","",""
"FxyfOU","Feldschlösschen Brauerei","","http://web.feldschloesschen-brauerei.de/","1852","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Brauereistraße 2","Hamminkeln","","46499","028 52 / 9 13 2","51.72886","6.590165","Y","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","276","","","",""
"wpQqy4","Feldschlösschen Getränke AG","","http://www.feldschloesschen.de","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Cunnersdorfer Str. 25","Dresden","Sachsen","1189","","51.03462","13.8888","Y","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","276","","","",""
"Z99f7V","Felinfoel Brewery Co Ltd","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Farmers Row","Llanelli","Wales","","44-01554-773357","51.69821","-4.146149","Y","N","N","Y","micro","Micro Brewery","GB","","United Kingdom","GBR","826","","","",""
"BSsTGw","Fenton Winery & Brewery","The Fenton Winery & Brewery just relocated to a new, beautiful, 5 acre property in Fenton Township. At over 1 acre, the beer garden is one (if not the) largest in the state. The taproom is located right alongside the brewery and is around the corner from the winery - all in full view of patrons. The FWB specializes in crafting balanced wines and beers that maximize flavor and originality. Food is available - from tasty specialty meat & cheese plates, to    delicious sandwiches and specialty pizzas. Definitely worth a stop (or three). Cheers!","http://fentonbrewery.com/","2008","N","https://s3.amazonaws.com/brewerydbapi/brewery/MV2TXe/upload_1xn3S3-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/MV2TXe/upload_1xn3S3-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/MV2TXe/upload_1xn3S3-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-04 10:51:37","1370 North Long Lake Rd.","Fenton","Michigan","48430","810-373-4194","42.851823","-83.703333","Y","N","N","Y","micro","Micro Brewery","US","2008","United States","USA","","Mon:  3:00pm - 10:00pm Tue:  3:00pm - 10:00pm Wed:  3:00pm - 10:00pm Thu:  3:00pm - 10:00pm Fri:  3:00am - 12:00am Sat:  1:00am - 12:00am  ","","",""
"GB60WF","Feral Brewing Company","The Feral Brewing Company is a proudly family owned and operated hand-crafted microbrewery situated in the heart of Perth’s premier food and wine tourism precinct – the Swan Valley, just 20km from the Perth CBD.    Current titleholders of the Australian International Beer Awards Best Medium Australian Brewery, we handcraft a world class range of awarded beers expanding from the usual to the deliciously unusual.","http://www.feralbrewing.com.au","","N","https://s3.amazonaws.com/brewerydbapi/brewery/Cunzp1/upload_BF5lBG-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Cunzp1/upload_BF5lBG-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Cunzp1/upload_BF5lBG-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","152 Haddrill Road","Swan Valley Perth","","","+61 8 9296 4657","-31.9530044","115.8574693","Y","N","N","Y","micro","Micro Brewery","AU","","Australia","AUS","36","Mon - Thu: 11:00 am - 5:00 pm  Fri - Sat: 11:00 am - 10:00 pm  Sun: 11:00 am - 5:00 pm","","",""
"nmbHQN","Ferguson Brewing Company","","http://www.fergusonbrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/5XGpAp/upload_kpIBBQ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/5XGpAp/upload_kpIBBQ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/5XGpAp/upload_kpIBBQ-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","418 S. Florissant Rd.","Ferguson","Missouri","63135","(314) 521-2220","38.738303","-90.302205","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","Mon: 11:00 am - 9:00 pm  Tue - Thu: 11:00 am - 11:00 pm  Fri - Sat: 11:00 am - 12:00 am  Sun: 11:00 am - 9:00 pm","","",""
"g7ABnw","FERMÆNTRA","Located in a former bicycle shop adjacent to the University of Denver campus, FERMÆNTRA will offer hand crafted ales and lagers to the DU community and surrounding neighborhoods.","http://www.fermaentra.com/","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/M522pB/upload_FCrQbe-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/M522pB/upload_FCrQbe-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/M522pB/upload_FCrQbe-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1715 East Evans Avenue","Denver","Colorado","80210","","39.6787089","-104.9670457","Y","Y","N","N","micro","Micro Brewery","US","","United States","USA","","","","",""
"rndmxL","Primary","Ryan and Christa Kilpatrick plan to combine their love of good books and good beer at Fiction Beer Company, which they'll open on the first floor of the Phoenix on the Fax apartment building in east Denver, a part of town that is desperately lacking in craft breweries.  Fiction will include a seven-barrel brewing system, six beers on tap and a patio out back.  The beer styles will be categorized into genres based on the couple's favorite works of fiction, including classics, like an IPA; mystery and adventure; and fantasy/sci-fi.  Opening July, 2014","http://www.fictionbeer.com/","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/rzZJ2d/upload_cP2VYm-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/rzZJ2d/upload_cP2VYm-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/rzZJ2d/upload_cP2VYm-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-10 02:05:23","7101 East Colfax Avenue","Denver","Colorado","80220","(303) 93106112","39.7402193","-104.9057379","Y","N","N","Y","micro","Micro Brewery","US","2014","United States","USA","","","","",""
