"id","name","website","established","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","region","postalCode","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","numberCode","description","images__icon","images__medium","images__large","locality","phone","hoursOfOperation","yearOpened","extendedAddress","mailingListUrl","yearClosed","isoCode"
"xXnhis","Scratch Brewing Company","http://www.scratchbeer.com","2013","N","verified","Verified","2012-01-03 02:41:33","2014-07-29 11:30:59","264 Thompson Rd","Illinois","62907","37.8756692","-89.430927","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Scratch Brewing Company is a farmhouse brewery located 5 miles from the Shawnee National Forest in Ava, Illinois. The brewery focuses on farmhouse beers and other styles enhanced by the innovative addition of local ingredients, including: nettle, elderberry, ginger, dandelion, maple sap, hickory nuts, wild carrot seed, cedar, and others.","https://s3.amazonaws.com/brewerydbapi/brewery/GIyGjQ/upload_ZNDcrS-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/GIyGjQ/upload_ZNDcrS-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/GIyGjQ/upload_ZNDcrS-large.png","Ava","(618) 426-1415","Fri:  4:00pm - 10:00pm Sat:  12:00pm - 10:00pm Sun:  12:00pm - 8:00pm  ","2013","","","",""
"quXF9i","Scratch Brewing Company","http://www.scratchbeer.com","","","deleted","Deleted","2012-01-03 02:41:33","2014-07-29 11:31:17","264 Thompson Rd","IL","62907","37.8756692","-89.430922","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","Ava","(618) 426-1415","Friday: 4 PM - 10 PM Saturday: Noon - 10 PM Sunday: Noon - 8 PM","2013","","","",""
"M2AbzX","Scratchtown Brewing Company","http://www.scratchtownbrewingcompany.com/","2012","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","141 S. 16th St.","Nebraska","68862","41.6026677","-98.9293224","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","Scratchtown Brewing Company is a start-up craft brewery in Ord, Nebraska. We are currently constructing a new facility in downtown Ord. We expect to be operational by mid-year 2013.    Our passion is making and drinking great beer. Our mission in Central Nebraska, like Central Europe, is to craft a local beer culture that celebrates the wonderful variety of beers and build a viable industry in rural Nebraska.    In Ord, we are blessed to live among some of the most fertile land in the world, with access to some of the freshest, cleanest water on the planet - the Ogalala Aquifer. Our climate helps make our home an ideal brewers paradise, much like the old country.    We're fond of the Bohemian and Polish heritage that built Ord and the Loup Valley. We brew a wide variety of beer, but will always brew with a nod to the heritage of our home.","https://s3.amazonaws.com/brewerydbapi/brewery/ME684p/upload_I63pWB-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ME684p/upload_I63pWB-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ME684p/upload_I63pWB-large.png","Ord","(308) 730-2376","","","","","",""
"ZrWVsJ","Scuttlebutt Brewing","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1524 West Marine View Drive","Washington","98201","47.9974828","-122.2137808","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","Everett","1-425-257-9316","","","","","",""
"oUy8BB","Bangor","http://www.seadogbrewing.com/","1993","N","verified","Verified","2012-01-03 02:41:33","2014-09-26 13:50:41","26 Front Street","Maine","04401","44.796724","-68.7700606","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","Today, Sea Dog Brewing Company operates brew pubs in two locations. The Sea Dog in Topsham occupies a scenic spot on the Androscoggin River. The Bangor location overlooks the historic Penobscot River. Both locations serve a full menu of handcrafted ales and creative pub fare with a flair. Being authentic is important to us. Our beers are brewed in a traditional style using only the highest quality ingredients like imported English two-row malted barley and British top-fermenting yeast. Our English brewing style results in brews with a distinctive, refreshing taste and crisp finish unique to top-fermented beers.","https://s3.amazonaws.com/brewerydbapi/brewery/Hs41Cv/upload_0K63l2-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Hs41Cv/upload_0K63l2-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Hs41Cv/upload_0K63l2-large.png","Bangor","207.871.7000","Mon-Sun: 11:00am- 1am","","","","",""
"3dBTMO","Clearwater","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","26200 us Highway 19 N","Florida","33761","28.009907","-82.732752","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","Clearwater","727.466.4916","Mon-Sun: 11:00am- 2am","","","","",""
"fwuHVp","Orlando","http://www.seadogbrewing.com/orlandoLOC.php","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","8496 Palm Pkwy","Florida","32836","28.3847","-81.49929","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","Orlando","321.329.5306","Mon-Thurs: 4:00pm- 1am  Fri-Sun: 11:30am- 2am","","","","",""
"IGd5fG","South Portland","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","125 Western Ave","Maine","04106","43.6351676","-70.3190105","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","South Portland","207.871.7000","Mon-Fri: 11:00am- 1am  Sat-Sun: 9:00am- 1am","","","","",""
"uaLtoh","Topsham","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1 Main St.","Maine","04086","43.9224457","-69.9651967","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","Topsham","207.725.0162","Mon-Sat: 11:00am- 1am  Sun: 10:00am- 1am","","","","",""
"JVv3qI","Hull","http://seadoghull.com/","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2 A Street","Massachusetts","02045","42.2909978","-70.8832188","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","Hull","(781) 773-1840","Monday & Tuesday  Closed    Wed - Thurs  11:00 am - 12:00 am    Fri - Sat  11:30 am - 1:00 am    Sunday  11:00 (Reggae Brunch) - 11pm","","","","",""
"Fq6PBJ","Sea Level Brewing Company","http://www.sealevelbrewing.com","2007","N","verified","Verified","2012-01-03 02:41:33","2014-10-09 14:58:24","980 Terrys Creek Rd","Port Williams","NSB0P1T0","45.0963119","-64.4071833","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","124","Sea Level Brewing Company first opened their doors November 26th, 2007 as the first and only microbrewery in the Annapolis Valley, N.S. Located in Port Williams, Nova Scotia we share accommodations, and work in partnership with The Port Pub: Gastropub and Bistro.","https://s3.amazonaws.com/brewerydbapi/brewery/tfZkDt/upload_u5x1nD-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/tfZkDt/upload_u5x1nD-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/tfZkDt/upload_u5x1nD-large.png","","19025425544","Mon:  10:00am - 6:00pm Tue:  10:00am - 6:00pm Wed:  10:00am - 6:00pm Thu:  10:00am - 6:00pm Fri:  10:00am - 6:00pm Sat:  10:00am - 5:00pm Sun:  12:00pm - 5:00pm  ","","","","",""
"QogwKc","Seabright Brewery","http://www.seabrightbrewery.com/","1988","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","519 Seabright Avenue","California","95062","36.967537","-122.0079752","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","All of our carefully hand-crafted, brewery fresh ales are made using only water, malt, yeast, and hops. Our brewmaster uses the finest two-row Harrington pale malted barley, specially roasted barley malts, hops from Oregon and Washington, and select brewers yeast to produce our beers right here on the premises.","https://s3.amazonaws.com/brewerydbapi/brewery/uBmpMM/upload_O7zVCk-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/uBmpMM/upload_O7zVCk-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/uBmpMM/upload_O7zVCk-large.png","Santa Cruz","831-426-2739","Mon - Sun: 11:30 am - 11:30 pm","","","","",""
"EHURSW","Main Office","http://seagramsescapes.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","New York","","43.16103","-77.6109219","Y","N","N","N","office","Office","US","United States","USA","","","","","","Rochester","","","","","","",""
"sLkjQ2","Seapine Brewing Company","http://seapinebrewing.com","2012","N","verified","Verified","2012-01-03 02:41:33","2014-09-23 14:49:59","3828 4th Ave.","Washington","98134","47.5692032","-122.3286055","Y","N","N","Y","tasting","Tasting Room","US","United States","USA","","Opened in 2012, Seapine is dedicated to brewing classic styles and we strive for perfection in every pint. Stop by and grab a pint, fill a growler, or just say hello!","https://s3.amazonaws.com/brewerydbapi/brewery/UM9Y1i/upload_QdoiDW-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/UM9Y1i/upload_QdoiDW-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/UM9Y1i/upload_QdoiDW-large.png","Seattle","206-682-7985","Thu:  4:00pm - 8:00pm Fri:  3:00pm - 8:00pm Sat:  12:00pm - 8:00pm Sun:  12:00pm - 4:00pm  ","","Suite 2","","",""
"KfUAM2","Seaside Brewing Company","http://seasidebrewery.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","851 Broadway Street","Oregon","97138","45.993085","-123.92181","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","We are brewers, musicians, surfers, lovers, fighters, gardeners, mechanics, star gazers, dog lovers, tide watchers, loud laughers, fish catchers, and triple dog dare-ers.  We also have the best bonfires on the planet.        We believe that the only thing in the world better than drinking Oregon brewed craft beer is drinking Oregon brewed craft beer in an awesome place like Seaside. Fill out our contact info section and we'll keep you updated on what we're up to.","","","","Seaside","(503) 717-5451","Mon - Thu:	12:00 pm - 10:00 pm  Fri - Sun:	11:00 am - 11:00 pm","","","","",""
"38PkU3","Sebago Brewing Company","http://www.sebagobrewing.com/","1998","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","48 Sanford Drive","Maine","04038","43.679212","-70.396424","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","At Sebago Brewing Company we brew our beers from all malt. We use American grown 2-Row, caramel, chocolate, black, roasted barley and Munich malts from Briess Malting Company. Our grain silo holds 50,000 lbs. of American 2-Row Pale malt. We purchase our grain by the truckload and the bulk grain is blown into the silo from the grain truck. We use 75-80% of this grain in all of our beers. Then we measure our specialty malts into the mill. At this point we crush the malt so that the husk's are cracked open and the ""meat"" of the grain is exposed.","https://s3.amazonaws.com/brewerydbapi/brewery/Qxl1aG/upload_bamos3-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Qxl1aG/upload_bamos3-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Qxl1aG/upload_bamos3-large.png","Gorham","207-856-2537","Mon - Sun: 11:00 am - 1:00 am","1998","","","",""
"wlbqd0","Second Salem Brewing Company","http://www.secondsalem.com","2013","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","111 W. Whitewater St.","Wisconsin","53190","42.83336","-88.73031","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Second Salem Brewing Company is a one barrel brew house we're opening for transitioning our beers from homebrewing to commercial production. We have extensive experience in beer production, retail and consumption.","https://s3.amazonaws.com/brewerydbapi/brewery/2Y9PTT/upload_CM2keD-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/2Y9PTT/upload_CM2keD-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/2Y9PTT/upload_CM2keD-large.png","Whitewater","(262) 473-0335","","2013","","","",""
"fS8YdU","Second Self Brewing","http://secondselfbrewing.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Georgia","","33.774021","-84.296589","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","Decatur","404-713-4250","","","","","",""
"HlrMmv","Second Street Brewery","http://www.secondstreetbrewery.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1814 Second Street","New Mexico","87505","35.6633395","-105.9659469","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","Santa Fe","1-505-982-3030","","","","","",""
"9eVz7n","Railyard","http://www.secondstreetbrewery.com/","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1607 Paseo De Peralta","New Mexico","87501","35.6821338","-105.9490908","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","Santa Fe","(505) 989-3278","","","#10","","",""
"eWscHy","Secret Engine Brewing","http://www.secretenginebrewing.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-09-29 17:40:57","","New York","11232","40.6560436","-74.0079781","Y","Y","Y","N","production","Production Facility","US","United States","USA","","Secret Engine is brewing hand crafted, small batch beers that we like to drink and sometimes share with you. Gypsy for now, looking forward to having you in our tasting room, once we settle down. For now we are “The Bachelor of Beers.”","https://s3.amazonaws.com/brewerydbapi/brewery/1tpoam/upload_FO0erK-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/1tpoam/upload_FO0erK-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/1tpoam/upload_FO0erK-large.png","Brooklyn","","","","","","",""
"KIoxDv","Select Brewery","","","N","new_unverified","New, Unverified","2014-10-22 00:52:21","2014-10-22 00:52:21","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"u5aAwM","Selin's Grove Brewing Co.","http://www.selinsgrovebrewing.com/","1996","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","121 North Market St.","Pennsylvania","17870","40.800962","-76.86136","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Excellent beers in this small brewpub located on the lower level of a former Penna. Governor's Mansion.  A small space and limited food menu is more than made up for by the excellent brews.   Known as the 'Pub' by our locals. Great premise made beers, small healthy menu with veggie friendly items, friendly staff and loyal regulars. no tvs!","https://s3.amazonaws.com/brewerydbapi/brewery/8pERfE/upload_2FgquU-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/8pERfE/upload_2FgquU-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/8pERfE/upload_2FgquU-large.png","Selinsgrove","570-374-7308","","","","","",""
