"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","hoursOfOperation","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","phone","extendedAddress","numberCode","yearClosed","mailingListUrl"
"XcRYiw","Colockum Craft Brewing","It's a brewery. We make beer.","","","N","https://s3.amazonaws.com/brewerydbapi/brewery/A85sxf/upload_tbeM4e-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/A85sxf/upload_tbeM4e-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/A85sxf/upload_tbeM4e-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-01 14:10:37","109 Main St","Kittitas","WA","98934","Wed:  5:00pm - 10:00pm Thu:  4:00pm - 10:00pm Fri:  4:00pm - 10:00pm Sat:  4:00pm - 10:00pm Sun:  1:00pm - 6:00pm  ","46.9841888","-120.4175863","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","Suite 1","","",""
"TwOeWu","Colonial Craft Brewing Company","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","645 Scott Rd","Oakham","Massachusetts","01068","","42.3398912","-72.0886414","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"6G7SgL","Colorado Belle Boiler Room Brewpub","","http://www.coloradobelle.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2100 S. Casino Drive","Laughlin","Nevada","","","35.158421","-114.573129","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","702-298-4000","","","",""
"iZqGpm","Colorado Boy Pub & Brewery","Colorado Boy is owned and operated by Tom & Sandy Hennessy (Pictured at right) who have been in the brewing business since 1993, starting with IL Vicino in Albuquerque, Colorado Springs, and Salida, Colorado, and the Palisade Brewery in Palisade, Colorado.    Since 1993, Tom has been pushing the idea of Frankenbrew and publishd a video on how to build inexpensive brewing systems in 1995. Colorado Boy is the culmination of years of owning and operating different breweries. Stop by and see how small and efficient Frankenbrew works.","http://www.coloradoboy.com/","1993","N","https://s3.amazonaws.com/brewerydbapi/brewery/5bnrne/upload_cRene3-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/5bnrne/upload_cRene3-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/5bnrne/upload_cRene3-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","602 Clinton St.","Ridgway","Colorado","81432","","38.1524267","-107.7577437","Y","N","N","Y","micro","Micro Brewery","US","1993","United States","USA","970-626-5333","Po Box 877","","",""
"wvrkv7","Colorado Brewery","Founded in 1995, Colorado Brewery prides itself on keeping alive while renewing the ancient tradition of brewing beer in the city of Ribeirão Preto.","http://www.cervejariacolorado.com.br/","1995","N","https://s3.amazonaws.com/brewerydbapi/brewery/SOUj5s/upload_ZdaA2r-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/SOUj5s/upload_ZdaA2r-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/SOUj5s/upload_ZdaA2r-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-07 19:17:01","Rua Minas 394","Campos Eliseos","Ribeirao Preto-CEP","14080-190","","","","Y","N","N","N","production","Production Facility","BR","","Brazil","BRA","551634415090","","76","",""
"KtZ4zD","Colorado Brewing Company","New Brewhouse/Micro-Brewery in downtown Boulder, CO. What was the Redfish Brewhouse location, the Colorado Brewing Company/Boulder Draft House opened its doors February 20, 2009. We are a Boulder brewhouse serving amazing comfort food that is regionally and globally inspired along with perfectly balanced handcrafted beers for the everyday beer drinker and the micro-brew enthusiast, all served in a friendly and comfortable setting that is enhanced by quality live music several days a week","http://www.boulderdrafthouse.com/","2009","N","https://s3.amazonaws.com/brewerydbapi/brewery/EedRLL/upload_hK9alh-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/EedRLL/upload_hK9alh-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/EedRLL/upload_hK9alh-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2027 13th Street","Boulder","Colorado","80302","","40.0186335","-105.2788284","Y","N","Y","Y","micro","Micro Brewery","US","2009","United States","USA","303-440-5858","","","",""
"xDHt8e","Colorado Cider Company","The Colorado Cider Company was founded to produce a fresh hard cider for the discerning Colorado drinker. With a well-developed craft beer market and an educated populace Hard Cider has been a missing choice in the cacophony of craft drinks in local pubs and liquor stores. We hope to remedy that. We're getting out in the market, check out our ""Find us"" page!","http://coloradocider.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/JmrPJ7/upload_DfN35u-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/JmrPJ7/upload_DfN35u-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/JmrPJ7/upload_DfN35u-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2650 W 2nd Ave","Denver","Colorado","80219","","39.7202597","-105.0198087","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","303-759-3560","#10","","",""
"ZX0hI5","InterQuest Marketplace","","http://www.cmbrew.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/YQJ1bz/upload_Pkprka-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/YQJ1bz/upload_Pkprka-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/YQJ1bz/upload_Pkprka-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-25 10:38:24","1110 Interquest Pkwy","Colorado Springs","Colorado","80921","Mon - Thu: 11:00 am - 9:00 pm  Fri - Sat: 11:00 am - 11:00 pm  Sun: 10:30 am - 9:00 pm","38.9909915","-104.8105602","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","(719) 434-5750","","","",""
"YVY6WZ","Roundhouse","","http://www.cmbrew.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-25 10:38:24","600 S. 21st St.","Colorado Springs","Colorado","80904","Sunday - Thursday:  11am - 10pm  Friday - Saturday:  11am - 11pm","38.8399165","-104.859644","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","(719) 466-8240","","","",""
"8uTWZo","Colorado Plus","The 1st brew pub in the history of Wheat Ridge, CO.","http://coplusbrewpub.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/yjkSJY/upload_kIlHKO-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/yjkSJY/upload_kIlHKO-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/yjkSJY/upload_kIlHKO-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6995 W. 38th Ave.","Wheat Ridge","Colorado","80033","Mon - Sun: 11:00 am - 11:00 pm","39.7696268","-105.0745392","Y","N","N","Y","brewpub","Brewpub","US","2013","United States","USA","720-353-4853","","","",""
"BqjVRW","Columbia Bay Brewery Restaurant and Pub","","","1999","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","38744 North Highway 59","Lake Villa","Illinois","60046","","42.4266378","-88.1190155","Y","N","Y","Y","micro","Micro Brewery","US","1999","United States","USA","","","","",""
"ljRqMI","Columbia Brewery","Purchased by Labatt in 1974, and therefore now part of AnheuserBusch-InBev.","http://www.columbiabrewery.ca/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/Bk34Go/upload_9ZL15x-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Bk34Go/upload_9ZL15x-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Bk34Go/upload_9ZL15x-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1220 Erickson Street","Creston","British Columbia","V0B 1G3","","49.0883418","-116.5088182","Y","N","N","Y","macro","Macro Brewery","CA","","Canada","CAN","(250) 428-9344","","124","",""
"YwGZWn","Columbia County Brewing","","http://www.columbiacountybrewing.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-09-26 11:28:10","164 South 15th","Saint Helens","Oregon","97051","","45.859572","-122.8126369","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","503-896-7776","","","",""
"PDva3w","Columbia Kettle Works","We are Rod Smith and Bill Collister. We have been working together for 13 years at Farason Corporation. www.farason.com We became friends quickly due partly for our love of engineering and automation, as well as, our love and passion for craft beers. Our favorite past time has been traveling around visiting craft breweries, brewpubs and taprooms together, along with our wives, for 10 years now. Rod took up home brewing 5 years ago and has become quite proficient at brewing delicious beers to the delight and enjoyment of his colleagues, friends, and family. Rod's talent for brewing and Bill's business experience seemed like a good match for a brewpub that would allow us to continue enjoying Rod's hobby to its fullest extent and share it with many more fellow craft brew enthusiasts. We expect the creation, operation, and continuing evolution of the brewpub to provide us another outlet for our passions by providing a quality product and environment in which to enjoy it, along with meeting and enjoying the company of many people with the same love and passion for high quality craft beer.    Originally we looked all over for a good location starting within a few miles of our homes and extending out as far as Columbia hoping for a place within reasonable driving distance from our homes. We believed the market would, to some extent, come to us. Over several months we looked at numerous potential sites and due to one reason or another couldn't find an acceptable location. We ran into floor restrictions, ceiling height issues, limited parking, zoning issues and unaffordable rent. When we eventually met and talked with David Doolittle, Doolittle Investments LLC, he showed us two potential sites in Columbia. David seemed very interested in bringing our type of business into Columbia and offered us reasonable lease pricing and an honest willingness to work with us to bring our dream of a microbrewery to reality. The drive is 35 minutes from our homes, but after considering the location as fairly equally distant between Lancaster and York (both of which have more than one brewery), and the fact we would be first in Columbia and nearby Marietta and Wrightsville, plus the proximity to Route 30, we were sold on the location. We have since discovered that Columbia Borough is quite willing to help us establish our business in their wonderful town. We are thankful and grateful for their assistance and cooperation and look forward to being a part of the community.    Our brewing equipment consists of a 5bbl brew kettle, a 5bbl mash tun, and a 5bbl hlt. We will have three 5bbl or larger fermenters. We are ale people so we will have blondes, pale ales, IPAs, Porters/Stoudts, bitters, and a variety of Belgian versions as well. We will open with 4 taps and gradually expand to 8.  We expect to open this winter, Nov/Dec., but that is dependent on receipt of the brewing equipment and completion of the site as tentatively scheduled. We will open quitely and plan for a more elaborate grand opening at a later date. This venture is a new experience for us and the people assisting us so we need to start out slowly. Our initial hours will be 5pm to 9pm Thursday and Friday and 12pm to 9pm on Saturday. We are planning a lite menu using seasonal local ingredients whenever possible.","http://www.columbiakettleworks.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/e3IiS6/upload_dQ4qDv-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/e3IiS6/upload_dQ4qDv-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/e3IiS6/upload_dQ4qDv-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","40 North 3rd Street","Columbia","Pennsylvania","17512","","40.032531","-76.5036329","Y","N","N","Y","nano","Nano Brewery","US","","United States","USA","(717) 983-4242","","","",""
"oASJax","Columbia River Brewing Co","","http://www.columbiariverbrewpub.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/Ak1plQ/upload_BXzZFI-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Ak1plQ/upload_BXzZFI-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Ak1plQ/upload_BXzZFI-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1728 Northeast 40th Avenue","Portland","Oregon","97212","","45.5357374","-122.6217912","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","503-943-6157","","","",""
"GERE6b","Columbia Valley Brewing","","http://columbiavalleybrewing.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/evDRDG/upload_5r2D8r-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/evDRDG/upload_5r2D8r-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/evDRDG/upload_5r2D8r-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","538 Riverside Dr","Wenatchee","Washington","98801","Mon:	2:00 pm	-	10:00 pm  Wed:	2:00 pm	-	10:00 pm  Thu:	12:00 pm	-	12:00 am  Sat:	12:00 pm	-	12:00 am  Sun:	2:00 pm	-	10:00 pm","47.428002","-120.331669","N","N","N","Y","micro","Micro Brewery","US","","United States","USA","509-888-9993","","","",""
"QUB7kO","Columbus Brewing Company","The Columbus Brewing Company was originally founded in 1830. In 1988, the name was once again chosen to resurrect the proud brewing heritage of its namesake.    Our Brewmaster brings years of experience to the brewery including an apprenticeship with a German-trained Brewmaster, completed the Master Brewers progam at U.C. Davis, and brewing at several breweries throughout North America.","http://www.columbusbrewing.com/","1988","N","https://s3.amazonaws.com/brewerydbapi/brewery/01Bp2T/upload_kcE3Xu-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/01Bp2T/upload_kcE3Xu-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/01Bp2T/upload_kcE3Xu-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","535 Short Street","Columbus","Ohio","43215","","39.9505731","-83.0036297","Y","N","N","Y","micro","Micro Brewery","US","1988","United States","USA","614-224-3626","","","",""
"2ntvtp","Comanche Creek Brewing Co","Comanche Creek Brewing Company is a small family owned microbrewery nestled in the Sangre de Cristo mountains of Northern New Mexico and located just out side Eagle Nest, New Mexico. Comanche Creek Brewing Company offers its take on several tradition beer styles including Alt and Kölsch styles. We utilize the pristine mountain waters of the Sangre de Cristo mountains to bring our customers great tasting beer. We hope you enjoy our hand-crafted beers the next time you are in Northern New Mexico!","http://www.comanchecreekbrewingco.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","225 Comanche Creek Road","Eagle Nest","New Mexico","87718","","36.583694","-105.280041","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","575-377-2337","","","",""
"iyPLI7","Commando Brewing Company","Hand crafted brews and great food at a fair price.","http://www.commandobrewingco.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/1G00Sn/upload_97Nx1s-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/1G00Sn/upload_97Nx1s-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/1G00Sn/upload_97Nx1s-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Main Street,","Fort Walton Beach","Florida","32544","","30.4515837","-86.6913222","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","(850) 368-9652","","","",""
"f7ck3G","Commonwealth Brewing #1","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","85 Merrimac Street","Boston","Massachusetts","02114","","42.363507","-71.0614196","Y","N","Y","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
